Country,Adelaide,North Adelaide,Adelaide Hills,Aldgate - Stirling,Hahndorf - Echunga,Lobethal - Woodside,Mount Barker,Mount Barker Region,Nairne,Uraidla - Summertown,Burnside - Wattle Park,Glenside - Beaumont,Toorak Gardens,Athelstone,Paradise - Newton,Rostrevor - Magill,Norwood (SA),Payneham - Felixstow,St Peters - Marden,Nailsworth - Broadview,Prospect,Walkerville,Goodwood - Millswood,Unley - Parkside,Gawler - North,Gawler - South,Lewiston - Two Wells,Craigmore - Blakeview,Davoren Park,Elizabeth,Elizabeth East,Munno Para West - Angle Vale,One Tree Hill,Smithfield - Elizabeth North,Virginia - Waterloo Corner,Enfield - Blair Athol,Northgate - Oakden - Gilles Plains,Windsor Gardens,Dry Creek - North,Ingle Farm,Para Hills,Parafield,Parafield Gardens,Paralowie,Pooraka,Salisbury,Salisbury East,Salisbury North,Golden Grove,Greenwith,Highbury - Dernancourt,Hope Valley - Modbury,Modbury Heights,Redwood Park,St Agnes - Ridgehaven,Brighton (SA),Glenelg (SA),Edwardstown,Hallett Cove,Marino - Seaview Downs,Mitchell Park,Morphettville,Sheidow Park - Trott Park,Warradale,Belair,Bellevue Heights,Blackwood,Colonel Light Gardens,Mitcham (SA),Panorama,Aberfoyle Park,Aldinga,Christie Downs,Christies Beach,Clarendon,Coromandel Valley,Flagstaff Hill,Hackham - Onkaparinga Hills,Hackham West - Huntfield Heights,Happy Valley,Happy Valley Reservoir,Lonsdale,McLaren Vale,Morphett Vale - East,Morphett Vale - West,Reynella,Seaford (SA),Willunga,Woodcroft,Beverley,Flinders Park,Henley Beach,Hindmarsh - Brompton,Royal Park - Hendon - Albert Park,Seaton - Grange,West Lakes,Woodville - Cheltenham,Dry Creek - South,Largs Bay - Semaphore,North Haven,Port Adelaide,The Parks,Torrens Island,Adelaide Airport,Fulham,Lockleys,Plympton,Richmond (SA),West Beach,Barossa - Angaston,Light,Lyndoch,Mallala,Nuriootpa,Tanunda,Clare,Gilbert Valley,Goyder,Wakefield - Barunga West,Jamestown,Peterborough - Mount Remarkable,Port Pirie,Port Pirie Region,Kadina,Moonta,Wallaroo,Yorke Peninsula - North,Yorke Peninsula - South,Ceduna,Eyre Peninsula,Kimba - Cleve - Franklin Harbour,Le Hunte - Elliston,Port Lincoln,West Coast (SA),Western,Whyalla,Whyalla - North,APY Lands,Coober Pedy,Flinders Ranges,Outback,Port Augusta,Roxby Downs,Goolwa - Port Elliot,Kangaroo Island,Strathalbyn,Strathalbyn Region,Victor Harbor,Yankalilla,Grant,Kingston - Robe,Millicent,Mount Gambier,Naracoorte,Naracoorte Region,Penola,Tatiara,Wattle Range,Barmera,Berri,Karoonda - Lameroo,Loxton,Loxton Region,Mannum,Murray Bridge,Murray Bridge Region,Renmark,Renmark Region,The Coorong,Waikerie,Migratory - Offshore - Shipping (SA),No Usual Address (SA)
Faroe Is.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,0,3,3,4,4,0,6,3,0,0,8,3,0,3,4,3,3,7,3,6,3,3,0,0,0,3,4,0,4,3,6,0,0,7,0,6,7,19,0,15,9,0,0,0,0,10,7,3,3,0,13,8,11,3,3,3,3,3,6,3,0,5,0,0,0,0,3,9,3,3,0,3,7,0,0,3,4,3,3,0,0,0,3,5,3,3,4,3,3,0,3,0,3,6,0,0,4,0,0,3,0,3,0,0,0,3,7,7,6,3,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,3,3,0,4,0,0,0,3,0,8,0,3,27,0,0,13,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,12,3,3,0,0,0,0,0,0,0,3,0,4,0,3,3,5,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,4,6,0,0,6,3,0,0,3,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,3,7,0,0,3,0,0,0,0,3,0,4,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,12,6,3,14,4,0,0,0,0,4,8,5,10,7,3,3,4,0,5,0,0,3,6,3,0,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,3,0,0,0,6,0,0,0,4,0,4,0,3,3,3,26,14,0,12,7,4,8,5,0,0,3,6,3,6,3,0,9,4,6,0,5,7,5,0,5,0,0,3,3,0,0,6,3,0,0,3,8,9,3,5,7,3,0,14,7,0,0,0,0,0,0,10,3,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0
Aland Is.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,77,51,24,48,22,23,37,14,5,110,480,93,166,540,1740,1600,187,1033,517,89,379,120,131,335,28,143,62,29,35,74,46,104,40,29,128,275,217,451,0,121,182,0,129,89,112,406,253,89,52,21,347,292,144,96,164,65,102,115,48,71,114,75,14,76,18,38,31,105,121,89,29,40,15,29,8,13,63,33,14,34,0,0,69,36,35,35,45,9,17,185,964,553,508,176,844,245,350,0,139,107,149,295,0,0,131,470,289,435,62,11,12,12,12,5,10,3,9,3,11,0,7,127,4,3,15,5,10,4,0,9,3,0,39,0,0,78,0,0,8,7,9,52,6,28,7,5,6,33,19,11,3,65,200,12,0,4,15,12,35,16,4,13,4,3,120,12,26,51,4,25,0,14
Malta,9,9,7,8,0,0,7,4,0,5,8,0,18,10,24,14,3,5,12,7,24,6,8,23,5,22,4,13,13,7,16,15,3,9,4,59,46,21,0,41,25,0,26,33,46,21,52,29,12,7,5,24,20,21,10,6,20,9,6,4,12,11,3,11,6,5,0,12,6,15,13,9,3,12,3,0,9,7,3,11,0,0,5,13,13,6,11,0,12,12,48,28,40,3,14,18,19,0,3,21,21,28,0,0,0,22,26,41,3,3,4,3,0,0,0,0,7,0,8,0,6,3,0,3,4,3,0,4,0,0,0,0,8,0,0,25,0,0,0,0,0,0,0,8,0,0,9,11,3,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0
Portugal,6,0,3,0,0,0,4,0,0,4,4,0,0,3,8,6,0,3,0,3,3,0,4,3,0,3,0,0,3,0,0,0,0,0,0,14,11,6,0,18,21,0,14,10,9,9,3,15,3,0,0,3,4,9,0,0,11,11,8,0,14,3,3,4,0,3,0,0,3,0,4,3,0,3,0,0,0,0,0,10,0,0,0,0,3,3,3,0,0,18,34,11,33,11,21,3,11,0,0,6,9,13,0,0,0,4,14,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Spain,32,3,3,7,3,0,5,0,0,0,5,6,8,3,10,5,4,4,6,3,9,6,6,16,0,4,3,0,4,5,0,0,0,4,0,10,10,11,0,6,5,0,11,9,11,12,5,7,3,3,4,14,9,10,5,5,17,13,9,3,12,11,8,5,3,4,3,3,8,3,3,9,9,5,0,0,11,0,0,8,0,0,0,3,7,3,11,0,3,0,7,10,21,5,13,8,3,0,5,3,11,13,0,0,0,6,8,16,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0
Albania,0,0,0,0,0,0,0,0,0,0,6,8,0,4,16,12,0,4,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,15,7,0,7,7,0,10,0,0,0,3,0,0,3,3,10,0,3,3,3,3,0,3,0,0,0,3,3,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,6,19,0,12,4,7,0,0,0,0,18,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Bosnia and Herzegovina,10,15,0,4,0,0,3,0,0,0,3,7,12,9,9,15,8,9,3,3,12,3,7,7,3,3,4,5,10,20,7,3,0,16,0,43,51,47,0,72,55,0,38,14,81,14,13,22,3,0,4,34,5,3,13,14,21,33,26,12,38,42,9,19,0,3,0,4,12,9,13,7,9,3,0,0,8,6,0,10,0,0,0,5,4,3,6,0,3,50,71,41,66,64,95,42,106,0,24,14,39,308,0,0,15,23,76,51,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,17,0,0,6,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Bulgaria,0,6,0,12,0,6,0,0,0,0,4,5,3,12,0,6,3,0,0,0,0,0,0,5,0,4,0,0,0,3,0,0,0,0,11,7,3,10,0,4,0,0,0,14,0,6,4,3,3,4,10,9,12,5,9,0,9,0,0,0,6,0,4,0,0,6,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,26,0,8,12,6,6,0,3,0,3,5,0,0,3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Croatia,8,13,0,3,4,4,3,0,0,3,29,8,4,23,36,30,19,14,15,9,31,11,23,27,3,8,5,5,18,33,20,0,0,9,12,83,66,38,0,66,48,0,66,41,82,76,60,59,16,11,16,23,32,9,14,12,34,24,14,24,37,21,11,24,0,11,13,11,13,29,8,4,10,4,3,0,26,6,11,17,0,0,3,8,17,29,20,3,13,61,67,48,53,98,129,99,114,0,27,38,44,114,0,0,4,54,42,37,12,3,0,0,0,0,0,3,0,0,4,3,3,3,0,0,3,0,4,3,0,3,0,0,67,0,0,55,0,13,39,0,3,6,3,0,0,0,0,11,3,0,0,0,38,0,0,0,0,0,12,29,4,4,0,3,11,0,11,9,0,6,0,0
Cyprus,5,3,0,12,0,0,0,0,0,0,13,5,10,23,37,17,6,5,11,5,19,5,41,16,0,3,3,3,0,0,0,0,0,0,0,14,31,25,0,19,12,0,8,3,31,19,22,11,0,4,21,13,10,3,13,3,19,31,15,10,9,12,6,7,3,3,0,21,23,26,4,0,7,3,0,3,7,5,3,10,0,0,0,3,7,5,7,0,8,13,26,32,46,11,24,29,34,0,10,7,9,27,0,0,0,32,112,55,16,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,6,3,0,0,0,0
The former Yugoslav Republic of Macedonia,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,0,0,0,0,8,10,0,0,12,12,0,17,12,16,3,11,7,3,0,0,3,4,0,7,0,3,7,4,4,3,0,3,0,0,0,0,3,0,3,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,7,35,3,8,44,19,15,0,0,6,3,13,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
