Country,Adelaide,North Adelaide,Adelaide Hills,Aldgate - Stirling,Hahndorf - Echunga,Lobethal - Woodside,Mount Barker,Mount Barker Region,Nairne,Uraidla - Summertown,Burnside - Wattle Park,Glenside - Beaumont,Toorak Gardens,Athelstone,Paradise - Newton,Rostrevor - Magill,Norwood (SA),Payneham - Felixstow,St Peters - Marden,Nailsworth - Broadview,Prospect,Walkerville,Goodwood - Millswood,Unley - Parkside,Gawler - North,Gawler - South,Lewiston - Two Wells,Craigmore - Blakeview,Davoren Park,Elizabeth,Elizabeth East,Munno Para West - Angle Vale,One Tree Hill,Smithfield - Elizabeth North,Virginia - Waterloo Corner,Enfield - Blair Athol,Northgate - Oakden - Gilles Plains,Windsor Gardens,Dry Creek - North,Ingle Farm,Para Hills,Parafield,Parafield Gardens,Paralowie,Pooraka,Salisbury,Salisbury East,Salisbury North,Golden Grove,Greenwith,Highbury - Dernancourt,Hope Valley - Modbury,Modbury Heights,Redwood Park,St Agnes - Ridgehaven,Brighton (SA),Glenelg (SA),Edwardstown,Hallett Cove,Marino - Seaview Downs,Mitchell Park,Morphettville,Sheidow Park - Trott Park,Warradale,Belair,Bellevue Heights,Blackwood,Colonel Light Gardens,Mitcham (SA),Panorama,Aberfoyle Park,Aldinga,Christie Downs,Christies Beach,Clarendon,Coromandel Valley,Flagstaff Hill,Hackham - Onkaparinga Hills,Hackham West - Huntfield Heights,Happy Valley,Happy Valley Reservoir,Lonsdale,McLaren Vale,Morphett Vale - East,Morphett Vale - West,Reynella,Seaford (SA),Willunga,Woodcroft,Beverley,Flinders Park,Henley Beach,Hindmarsh - Brompton,Royal Park - Hendon - Albert Park,Seaton - Grange,West Lakes,Woodville - Cheltenham,Dry Creek - South,Largs Bay - Semaphore,North Haven,Port Adelaide,The Parks,Torrens Island,Adelaide Airport,Fulham,Lockleys,Plympton,Richmond (SA),West Beach,Barossa - Angaston,Light,Lyndoch,Mallala,Nuriootpa,Tanunda,Clare,Gilbert Valley,Goyder,Wakefield - Barunga West,Jamestown,Peterborough - Mount Remarkable,Port Pirie,Port Pirie Region,Kadina,Moonta,Wallaroo,Yorke Peninsula - North,Yorke Peninsula - South,Ceduna,Eyre Peninsula,Kimba - Cleve - Franklin Harbour,Le Hunte - Elliston,Port Lincoln,West Coast (SA),Western,Whyalla,Whyalla - North,APY Lands,Coober Pedy,Flinders Ranges,Outback,Port Augusta,Roxby Downs,Goolwa - Port Elliot,Kangaroo Island,Strathalbyn,Strathalbyn Region,Victor Harbor,Yankalilla,Grant,Kingston - Robe,Millicent,Mount Gambier,Naracoorte,Naracoorte Region,Penola,Tatiara,Wattle Range,Barmera,Berri,Karoonda - Lameroo,Loxton,Loxton Region,Mannum,Murray Bridge,Murray Bridge Region,Renmark,Renmark Region,The Coorong,Waikerie,Migratory - Offshore - Shipping (SA),No Usual Address (SA)
Thailand,70,22,0,10,3,5,9,3,3,5,31,20,17,3,21,27,20,20,13,5,25,16,22,40,3,10,4,17,11,20,25,12,0,12,14,63,36,28,0,18,6,0,105,100,42,39,19,79,7,8,8,20,22,9,5,11,35,21,15,7,16,21,4,11,3,14,8,27,16,11,8,3,10,6,0,3,7,7,6,12,0,0,4,16,6,0,16,0,9,19,22,14,29,9,13,13,40,0,21,14,16,88,0,0,5,21,60,39,3,6,3,3,0,0,5,3,0,3,6,0,0,12,0,0,0,0,4,0,7,3,0,0,14,0,0,5,0,0,0,0,0,4,6,6,0,5,4,7,5,0,0,0,99,14,0,3,0,0,0,3,0,3,0,7,0,3,3,3,3,3,0,3
Vietnam,86,24,0,11,0,41,4,3,3,6,68,26,54,29,103,62,39,43,59,54,180,53,44,65,0,26,22,8,55,32,30,52,0,13,291,705,345,142,0,155,120,0,826,400,757,349,113,360,12,12,12,53,36,10,9,11,35,95,14,14,92,53,11,38,0,16,4,33,42,20,5,0,9,7,0,6,14,4,4,19,0,0,0,23,3,7,11,0,5,67,105,40,430,48,76,42,1127,0,30,28,499,2264,0,0,12,79,99,141,10,0,7,4,8,3,3,5,3,0,6,0,0,10,0,5,0,0,6,0,0,0,0,0,8,0,0,15,0,0,0,35,0,25,0,0,3,0,3,5,0,0,3,0,9,29,0,0,3,0,0,3,3,3,0,0,27,0,23,25,0,7,0,18
Brunei,5,0,0,0,0,0,0,0,0,0,14,4,4,3,0,8,3,3,0,0,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,7,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,81,6,0,7,6,5,5,0,3,4,38,25,39,14,22,29,27,53,29,3,8,3,51,45,3,3,0,12,10,3,12,3,0,9,4,28,34,17,0,14,12,0,21,16,27,26,11,13,11,3,15,29,25,13,13,26,32,26,16,8,42,17,3,25,7,111,13,20,16,117,19,5,15,17,0,3,23,4,3,7,0,0,3,12,18,8,11,0,6,3,13,6,24,0,10,12,21,0,4,4,10,48,0,0,0,10,93,31,9,0,8,3,0,0,0,3,0,4,0,3,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,4,9,7,3,4,3,4,0,8,0,0,12,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,8
Malaysia,801,129,4,41,11,3,22,8,3,17,374,127,232,101,164,418,165,144,132,37,146,73,150,184,10,17,0,13,21,10,12,8,3,13,0,91,149,218,0,35,21,0,28,22,189,21,36,19,25,13,70,63,68,31,12,35,68,85,50,32,75,53,25,46,12,76,30,54,120,68,32,9,12,10,0,9,55,8,23,34,0,0,3,21,4,18,13,6,9,25,55,35,101,28,29,24,42,0,13,18,18,107,0,0,11,86,173,150,9,0,3,8,0,0,3,3,0,0,3,3,0,4,0,0,0,3,4,3,3,9,0,0,5,0,0,24,0,0,0,0,7,12,7,11,3,3,9,12,0,5,5,3,24,0,0,3,3,0,3,3,3,0,0,3,14,0,7,0,5,5,0,10
Philippines,118,20,10,12,4,14,54,8,11,14,39,25,55,16,135,87,20,56,28,24,75,15,44,45,16,48,12,112,79,72,86,41,0,52,9,311,209,168,0,228,116,0,333,194,243,179,75,235,38,13,38,101,79,30,56,20,76,142,76,51,167,108,74,76,4,28,23,40,20,85,56,41,71,38,3,8,39,30,58,59,0,0,8,67,58,53,68,4,46,42,103,34,75,40,62,49,180,0,69,95,201,239,0,0,6,93,275,125,6,4,13,6,24,3,9,9,13,20,58,3,3,59,8,11,4,3,9,14,10,7,3,6,70,7,0,216,0,0,29,4,5,24,47,20,21,18,13,19,0,10,5,22,104,30,0,5,84,3,41,18,16,3,12,18,130,3,5,10,16,13,0,8
Singapore,209,40,0,21,0,0,12,3,0,10,105,57,50,24,42,92,40,25,38,8,27,29,32,71,0,4,0,9,10,11,6,6,3,3,0,25,30,32,0,12,9,0,5,0,50,4,16,6,20,3,12,17,31,8,8,17,39,18,21,11,48,24,12,45,10,54,16,19,42,15,17,9,5,4,0,0,20,0,3,11,0,0,0,3,3,0,14,3,14,0,9,7,24,6,10,18,10,0,12,13,9,34,0,0,0,22,32,34,5,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,3,0,5,3,0,3,8,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
Timor-Leste,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,6,10,0,0,6,0,0,0,0,7,3,0,0,0,0,0,0,4,0,0,0,0,15,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,1831,180,11,44,4,7,26,11,0,37,800,280,490,162,570,864,358,508,350,111,248,171,469,482,17,13,5,36,29,22,15,7,5,19,7,444,561,770,0,127,101,32,137,63,516,103,74,38,43,19,89,323,161,27,55,52,158,459,115,103,397,253,64,211,35,199,32,245,226,201,37,22,30,21,0,7,106,14,26,74,0,0,6,50,37,38,30,3,50,59,154,85,422,33,72,128,204,0,72,23,162,499,0,0,27,253,878,603,58,3,0,3,0,0,3,3,0,0,23,0,3,10,0,3,3,0,0,0,0,0,0,0,10,0,0,25,0,0,10,0,14,13,6,12,7,6,4,17,5,3,0,0,36,33,0,0,59,4,3,6,12,8,0,10,274,3,18,3,3,0,0,50
Mongolia,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,5,0,0,0,0,5,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,76,31,6,27,0,0,23,3,6,3,38,29,57,11,9,50,17,10,19,9,18,7,39,37,0,0,0,3,0,0,0,0,0,4,0,20,22,26,0,14,9,0,0,4,20,14,7,5,0,4,7,16,19,4,4,17,31,22,12,14,29,13,7,22,3,27,8,24,25,21,11,7,5,8,0,7,7,3,3,8,0,0,0,6,3,4,5,0,3,4,10,10,14,8,18,6,12,0,5,6,6,14,0,0,5,14,42,24,3,4,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,4,0,0,0,11,0,0,0,0,9,5,0,0,0,0,0,7,0,0,0,0,4,0,4,3,0,7,0,3
North Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Korea,278,23,3,12,0,0,8,0,4,4,150,59,108,28,156,305,111,107,60,12,18,19,88,105,3,0,0,5,7,3,5,4,0,0,0,44,75,100,0,17,29,0,0,6,107,4,11,0,8,4,23,42,27,12,7,25,31,42,29,19,43,34,5,27,14,41,6,40,91,21,26,3,4,9,7,4,18,3,3,17,0,0,0,9,3,12,5,0,7,10,0,5,45,3,12,11,7,0,3,9,8,76,0,0,6,47,61,67,13,3,0,7,0,3,0,0,0,0,7,0,0,3,0,0,0,0,3,0,0,0,0,0,8,0,0,9,0,0,0,3,3,0,4,0,0,3,3,3,0,3,0,0,5,23,3,0,13,0,0,8,7,8,3,3,37,0,18,11,0,0,0,9
Bangladesh,32,13,0,0,0,0,0,0,0,0,11,3,9,0,26,52,4,14,22,7,48,0,43,23,0,8,0,0,3,14,0,0,0,0,0,91,37,38,0,33,9,0,7,0,52,19,0,0,16,6,0,29,20,4,0,0,22,19,0,8,40,12,0,14,6,31,3,16,7,66,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,13,11,15,0,6,0,8,0,14,3,30,40,0,0,0,19,105,13,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,3,3,0,6,0,0,15,0,0,0,0,0,0,0
