Country,Alfredton,Ballarat,Ballarat - North,Ballarat - South,Buninyong,Delacombe,Smythes Creek,Wendouree - Miners Rest,Bacchus Marsh Region,Creswick - Clunes,Daylesford,Gordon (Vic.),Avoca,Beaufort,Golden Plains - North,Maryborough (Vic.),Maryborough Region,Bendigo,California Gully - Eaglehawk,East Bendigo - Kennington,Flora Hill - Spring Gully,Kangaroo Flat - Golden Square,Maiden Gully,Strathfieldsaye,White Hills - Ascot,Bendigo Region - South,Castlemaine,Castlemaine Region,Heathcote,Kyneton,Woodend,Bendigo Region - North,Loddon,Bannockburn,Golden Plains - South,Winchelsea,Belmont,Corio - Norlane,Geelong,Geelong West - Hamlyn Heights,Grovedale,Highton,Lara,Leopold,Newcomb - Moolap,Newtown (Vic.),North Geelong - Bell Park,Clifton Springs,Lorne - Anglesea,Ocean Grove - Barwon Heads,Portarlington,Queenscliff,Torquay,Alexandra,Euroa,Kilmore - Broadford,Mansfield (Vic.),Nagambie,Seymour,Seymour Region,Upper Yarra Valley,Yea,Benalla,Benalla Region,Rutherglen,Wangaratta,Wangaratta Region,Beechworth,Bright - Mount Beauty,Chiltern - Indigo Valley,Myrtleford,Towong,West Wodonga,Wodonga,Yackandandah,Drouin,Mount Baw Baw Region,Trafalgar (Vic.),Warragul,Alps - East,Bairnsdale,Bruthen - Omeo,Lake King,Lakes Entrance,Orbost,Paynesville,Foster,French Island,Korumburra,Leongatha,Phillip Island,Wilsons Promontory,Wonthaggi - Inverloch,Churchill,Moe - Newborough,Morwell,Traralgon,Yallourn North - Glengarry,Alps - West,Longford - Loch Sport,Maffra,Rosedale,Sale,Yarram,Brunswick,Brunswick East,Brunswick West,Coburg,Pascoe Vale South,Alphington - Fairfield,Northcote,Thornbury,Ascot Vale,Essendon - Aberfeldie,Flemington,Moonee Ponds,Carlton,Docklands,East Melbourne,Flemington Racecourse,Kensington,Melbourne,North Melbourne,Parkville,South Yarra - West,Southbank,West Melbourne,Albert Park,Elwood,Port Melbourne,Port Melbourne Industrial,South Melbourne,St Kilda,St Kilda East,Armadale,Prahran - Windsor,South Yarra - East,Toorak,Abbotsford,Carlton North - Princes Hill,Collingwood,Fitzroy,Fitzroy North,Richmond (Vic.),Yarra - North,Ashburton (Vic.),Balwyn,Balwyn North,Camberwell,Glen Iris - East,Hawthorn,Hawthorn East,Kew,Kew East,Surrey Hills (West) - Canterbury,Bulleen,Doncaster,Doncaster East,Templestowe,Templestowe Lower,Blackburn,Blackburn South,Box Hill,Box Hill North,Burwood,Burwood East,Surrey Hills (East) - Mont Albert,Beaumaris,Brighton (Vic.),Brighton East,Cheltenham - Highett (West),Hampton,Sandringham - Black Rock,Bentleigh - McKinnon,Bentleigh East,Carnegie,Caulfield - North,Caulfield - South,Elsternwick,Hughesdale,Murrumbeena,Ormond - Glen Huntly,Aspendale Gardens - Waterways,Braeside,Carrum - Patterson Lakes,Chelsea - Bonbeach,Chelsea Heights,Cheltenham - Highett (East),Edithvale - Aspendale,Mentone,Moorabbin - Heatherton,Moorabbin Airport,Mordialloc - Parkdale,Malvern - Glen Iris,Malvern East,Bundoora - East,Greensborough,Heidelberg - Rosanna,Heidelberg West,Ivanhoe,Ivanhoe East - Eaglemont,Montmorency - Briar Hill,Viewbank - Yallambie,Watsonia,Kingsbury,Preston,Reservoir - East,Reservoir - West,Eltham,Hurstbridge,Kinglake,Panton Hill - St Andrews,Plenty - Yarrambat,Research - North Warrandyte,Wattle Glen - Diamond Creek,Bundoora - North,Bundoora - West,Epping,Lalor,Mill Park - North,Mill Park - South,South Morang,Thomastown,Wallan,Whittlesea,Airport West,Essendon Airport,Keilor,Keilor East,Niddrie - Essendon West,Strathmore,Gisborne,Macedon,Riddells Creek,Romsey,Coburg North,Fawkner,Glenroy - Hadfield,Pascoe Vale,Sunbury,Sunbury - South,Broadmeadows,Campbellfield - Coolaroo,Craigieburn - Mickleham,Gladstone Park - Westmeadows,Greenvale - Bulla,Meadow Heights,Melbourne Airport,Roxburgh Park - Somerton,Tullamarine,Bayswater,Boronia - The Basin,Ferntree Gully,Knoxfield - Scoresby,Lysterfield,Rowville - Central,Rowville - North,Rowville - South,Wantirna,Wantirna South,Donvale - Park Orchards,Warrandyte - Wonga Park,Bayswater North,Croydon,Croydon Hills - Warranwood,Ringwood,Ringwood East,Ringwood North,Forest Hill,Mitcham (Vic.),Nunawading,Vermont,Vermont South,Belgrave - Selby,Chirnside Park,Healesville - Yarra Glen,Kilsyth,Lilydale - Coldstream,Monbulk - Silvan,Montrose,Mooroolbark,Mount Dandenong - Olinda,Mount Evelyn,Upwey - Tecoma,Wandin - Seville,Yarra Valley,Beaconsfield - Officer,Bunyip - Garfield,Emerald - Cockatoo,Koo Wee Rup,Pakenham - North,Pakenham - South,Berwick - North,Berwick - South,Doveton,Endeavour Hills,Hallam,Narre Warren,Narre Warren North,Cranbourne,Cranbourne East,Cranbourne North,Cranbourne South,Cranbourne West,Hampton Park - Lynbrook,Lynbrook - Lyndhurst,Narre Warren South,Pearcedale - Tooradin,Clarinda - Oakleigh South,Clayton South,Dandenong,Dandenong North,Dingley Village,Keysborough,Noble Park,Noble Park North,Springvale,Springvale South,Ashwood - Chadstone,Clayton,Glen Waverley - East,Glen Waverley - West,Mount Waverley - North,Mount Waverley - South,Mulgrave,Oakleigh - Huntingdale,Wheelers Hill,Ardeer - Albion,Cairnlea,Deer Park - Derrimut,Delahey,Keilor Downs,Kings Park (Vic.),St Albans - North,St Albans - South,Sunshine,Sunshine North,Sunshine West,Sydenham,Taylors Lakes,Altona,Altona Meadows,Altona North,Newport,Seabrook,Williamstown,Braybrook,Footscray,Maribyrnong,Seddon - Kingsville,West Footscray - Tottenham,Yarraville,Bacchus Marsh,Caroline Springs,Hillside,Melton,Melton South,Melton West,Rockbank - Mount Cottrell,Taylors Hill,Hoppers Crossing - North,Hoppers Crossing - South,Laverton,Point Cook,Tarneit,Truganina,Werribee,Werribee - South,Wyndham Vale,Carrum Downs,Frankston,Frankston North,Frankston South,Langwarrin,Seaford (Vic.),Skye - Sandhurst,Dromana,Flinders,Hastings - Somers,Mornington,Mount Eliza,Mount Martha,Point Nepean,Rosebud - McCrae,Somerville,Ararat,Ararat Region,Horsham,Horsham Region,Nhill Region,St Arnaud,Stawell,West Wimmera,Yarriambiack,Irymple,Merbein,Mildura,Mildura Region,Red Cliffs,Buloke,Gannawarra,Kerang,Robinvale,Swan Hill,Swan Hill Region,Echuca,Kyabram,Lockington - Gunbower,Rochester,Rushworth,Cobram,Moira,Numurkah,Yarrawonga,Mooroopna,Shepparton - North,Shepparton - South,Shepparton Region - East,Shepparton Region - West,Glenelg (Vic.),Hamilton (Vic.),Portland,Southern Grampians,Camperdown,Colac,Colac Region,Corangamite - North,Corangamite - South,Moyne - East,Moyne - West,Otway,Warrnambool - North,Warrnambool - South,Migratory - Offshore - Shipping (Vic.),No Usual Address (Vic.)
Syria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,6,12,32,5,0,11,8,0,18,4,10,0,3,0,0,0,4,0,0,0,8,0,0,0,3,0,3,4,0,0,0,12,3,0,0,0,0,3,3,0,0,0,3,7,0,0,0,8,4,0,5,14,22,20,6,5,0,0,0,0,5,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,4,3,0,4,0,4,4,0,4,4,0,3,0,0,5,10,5,14,3,0,3,3,3,3,28,28,56,0,0,0,0,8,0,0,0,3,46,94,32,11,19,92,0,0,3,0,20,27,6,14,0,0,0,0,14,44,46,16,3,5,67,123,31,58,44,109,0,125,31,0,0,4,4,0,4,0,3,3,3,4,0,0,5,0,5,0,0,3,0,0,3,8,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,3,49,10,25,6,4,3,0,0,0,9,3,7,0,5,3,7,15,3,0,12,6,5,0,0,4,3,6,0,7,15,0,10,0,0,17,13,40,14,22,5,0,10,3,12,30,0,0,5,9,3,5,3,0,5,3,0,0,3,10,15,0,0,0,0,3,4,0,0,8,6,0,6,0,0,3,11,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,0,0,3,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,62,0,5,0,4,15,3,3,8,31,0,0,3,4,0,5,0,0,3,0,0,0,5,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,3,0,0,3,0,10,0,6,128,22,66,344,49,11,20,25,37,36,56,13,58,8,4,0,14,29,47,10,3,18,0,12,24,38,0,22,42,9,18,18,30,7,6,15,50,40,18,40,3,9,21,28,14,10,9,4,26,4,8,17,50,63,41,24,10,4,5,22,0,9,3,13,22,17,24,44,15,22,25,9,15,8,5,7,10,11,58,0,28,37,20,134,22,67,16,0,50,11,17,8,22,10,15,7,7,8,15,3,20,74,54,76,10,0,3,0,24,0,3,11,10,157,206,51,20,63,287,18,3,12,0,3,45,9,55,6,0,0,3,87,210,661,280,7,11,505,1481,623,210,317,1894,0,1372,41,5,6,15,8,10,33,3,22,11,16,14,0,3,10,7,9,3,0,7,10,6,4,16,0,4,0,7,0,4,0,8,0,3,3,3,0,3,0,6,0,5,4,17,42,54,198,52,52,15,28,5,12,0,13,139,102,69,6,51,31,155,102,53,333,199,34,35,52,22,10,47,54,14,14,65,15,164,14,53,113,35,57,82,58,51,25,17,124,45,49,4,13,12,8,3,20,61,26,26,7,51,15,3,74,29,27,12,19,12,43,19,28,0,39,20,7,17,4,16,17,16,5,5,10,10,10,10,0,3,4,10,3,4,9,0,5,0,22,0,4,0,0,0,0,18,24,293,0,36,0,0,0,0,0,3,4,3,0,6,0,0,0,0,0,46,95,138,0,50,0,0,4,0,0,0,0,0,0,0,0,4,0,3,0,19
United Arab Emirates,0,0,5,12,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,5,0,3,5,0,7,10,3,16,16,0,0,3,44,15,4,3,17,0,6,0,3,0,4,7,8,7,12,3,3,3,3,0,0,3,0,3,7,5,9,4,0,14,7,4,0,0,4,11,14,4,0,3,3,5,3,14,3,10,0,6,0,3,0,0,0,9,5,4,3,3,3,5,3,6,0,0,0,3,4,0,4,0,0,3,5,6,3,0,0,0,3,3,0,3,4,15,26,15,7,0,3,0,0,0,0,0,10,9,21,0,14,4,27,9,0,0,4,0,0,7,0,0,0,0,0,0,0,13,16,13,3,3,4,10,28,5,6,8,0,21,4,0,3,3,6,3,9,3,7,5,13,3,0,0,0,0,3,6,3,8,3,11,3,3,0,4,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,4,0,17,7,29,13,26,0,0,7,11,0,8,34,16,33,0,20,0,23,11,3,29,21,3,7,4,11,26,27,22,9,10,30,10,16,4,0,17,3,0,0,8,3,0,0,3,9,16,0,3,3,5,0,0,0,3,3,3,3,0,0,29,9,0,5,10,0,10,10,8,0,34,15,6,12,0,4,3,4,0,3,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13
Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Myanmar,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,5,46,10,43,0,0,10,0,3,0,0,3,3,0,0,0,0,0,3,216,5,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,4,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,21,0,0,0,9,0,0,0,0,0,0,0,6,3,3,11,0,0,5,3,3,4,7,7,15,3,0,0,3,12,8,0,3,3,0,7,3,0,0,0,6,8,3,8,0,9,0,3,8,0,3,5,0,3,6,8,10,4,13,3,8,0,7,7,11,4,5,4,23,9,20,14,5,7,3,3,3,7,5,3,3,6,8,9,4,3,3,9,3,9,6,0,3,0,0,10,3,0,4,0,6,13,12,7,0,3,35,12,0,0,0,0,5,14,15,3,5,0,0,0,0,3,0,4,0,0,0,3,0,11,3,0,0,3,0,0,8,4,0,0,0,0,3,3,24,21,10,0,4,11,15,12,8,0,3,0,8,0,14,5,7,3,0,7,9,20,0,6,11,6,4,323,19,271,204,15,6,26,14,5,7,0,16,0,14,3,0,3,195,3,0,0,0,4,0,0,0,0,0,6,3,3,6,16,6,3,0,4,0,6,0,5,8,5,12,0,9,35,39,13,0,14,200,24,268,20,13,42,11,14,3,14,15,12,3,48,8,9,0,3,25,7,27,244,109,47,0,0,9,18,95,16,12,10,180,37,3,10,15,13,0,0,4,12,10,3,0,3,89,213,198,46,30,18,483,74,66,3,15,11,4,0,0,0,0,0,0,5,3,0,6,3,0,0,0,12,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Cambodia,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,4,3,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,12,0,0,0,0,9,8,4,7,0,0,9,3,0,16,12,10,3,11,5,7,0,0,0,6,20,14,3,0,10,0,0,0,0,0,0,10,6,5,16,7,3,3,0,12,0,6,47,3,4,8,10,3,3,14,9,14,0,5,18,14,23,14,4,21,41,22,23,7,36,3,0,3,8,4,8,0,8,17,12,3,0,0,7,3,4,126,0,16,3,14,12,0,12,16,0,6,5,10,3,3,0,7,3,0,0,0,0,0,34,21,8,8,0,0,0,0,0,5,0,0,40,74,19,21,12,91,4,0,0,0,0,21,0,0,3,0,0,0,0,0,5,6,0,0,10,3,8,3,7,0,0,3,0,37,20,34,78,10,116,21,63,70,113,6,0,51,71,9,26,22,4,63,72,92,45,42,0,0,8,0,7,3,0,3,0,0,0,3,0,0,0,0,10,7,18,9,18,68,95,121,120,15,89,28,49,7,35,361,168,111,17,348,365,112,227,30,1324,1194,125,1037,1430,7,38,50,88,19,25,93,44,64,3,24,15,6,9,22,9,27,12,29,29,3,15,0,71,14,9,13,9,39,23,17,9,8,7,0,16,6,3,0,6,5,12,10,18,19,75,22,12,14,0,5,33,4,0,13,8,7,7,0,0,14,3,3,0,3,7,11,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,41,0,3,0,0,3,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7
Laos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,8,3,3,0,0,0,9,7,7,0,3,11,0,3,3,9,0,0,0,3,3,12,10,0,3,0,0,12,0,9,0,0,0,0,0,0,8,8,7,0,0,10,9,0,7,4,10,13,18,10,3,3,3,0,0,0,3,3,0,0,0,4,4,0,0,0,3,5,0,0,0,3,3,0,0,0,10,0,0,3,10,0,0,0,3,0,3,0,0,0,0,8,13,3,4,0,0,0,0,0,0,3,0,4,8,13,4,10,6,16,0,0,0,0,25,0,0,0,0,0,0,0,0,5,3,0,0,5,0,117,3,17,38,0,20,0,3,5,31,15,0,8,4,22,22,30,3,0,0,12,3,9,0,3,17,20,32,10,19,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,23,11,3,6,0,6,0,7,40,35,17,4,27,24,4,6,4,41,39,4,51,40,3,3,7,11,4,3,20,24,11,0,57,48,55,7,52,29,38,0,12,10,14,6,14,17,6,3,0,3,11,12,12,3,3,5,0,39,6,0,3,7,0,33,28,11,4,38,20,10,20,0,0,0,0,3,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Thailand,6,8,9,17,0,0,9,9,0,6,5,4,0,0,0,3,0,47,3,60,14,34,0,3,10,0,10,6,0,3,0,8,3,0,5,3,20,188,12,13,13,16,20,5,17,11,34,3,0,19,0,4,12,4,7,13,9,4,5,0,0,3,0,3,0,7,6,0,14,0,0,0,12,17,3,0,4,4,3,0,3,4,0,0,0,0,3,0,0,7,13,0,25,8,6,9,12,3,0,5,10,3,11,6,52,14,33,50,7,16,44,45,22,46,15,35,115,42,14,0,32,426,79,37,23,84,0,35,30,31,0,25,58,55,43,56,77,45,33,15,24,36,26,74,14,15,29,18,34,24,152,75,82,12,16,13,20,25,17,14,28,30,85,51,48,30,17,21,26,20,12,20,24,38,37,61,24,21,24,16,14,38,18,0,14,21,15,22,13,28,10,0,27,55,68,22,19,37,39,20,8,13,33,17,52,70,72,29,20,3,0,7,6,7,18,25,12,42,23,16,27,37,42,20,0,6,0,9,35,8,4,9,3,3,8,12,16,35,23,6,27,24,19,110,19,11,18,0,13,8,19,65,45,23,3,23,10,17,26,41,12,4,32,72,16,90,48,8,39,37,27,19,8,7,11,7,6,16,3,3,22,12,4,5,6,11,4,3,19,4,7,26,17,27,25,41,43,41,7,24,5,43,4,15,69,39,47,3,30,46,56,46,15,128,229,40,208,154,76,56,50,54,41,34,32,44,28,32,28,72,10,14,17,50,39,40,37,54,5,21,43,42,29,31,18,27,48,48,27,24,30,27,5,44,15,15,21,11,4,42,91,201,99,87,43,25,309,81,57,40,39,19,19,10,28,18,15,7,15,27,21,11,5,16,8,3,3,13,0,16,0,3,0,0,0,6,21,0,0,3,3,3,51,0,5,0,3,3,4,4,3,3,11,3,20,8,28,0,11,0,3,8,3,0,7,5,0,4,4,6,0,7,11,0,23
Vietnam,3,8,11,22,0,0,0,19,3,3,0,3,0,8,3,3,0,3,0,15,15,3,3,0,0,0,23,8,3,3,0,0,0,8,0,0,7,153,22,21,16,19,74,12,23,6,22,4,3,8,3,0,5,3,0,4,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,5,9,3,3,0,0,9,0,14,6,0,0,0,0,3,0,9,8,11,0,5,12,10,11,23,0,0,0,10,85,19,10,155,57,93,134,54,65,206,203,340,119,452,93,174,50,28,0,333,213,345,41,16,65,0,32,18,57,0,67,61,41,36,89,124,48,356,18,378,397,101,1343,40,76,165,264,135,105,224,73,257,64,66,180,214,305,96,88,149,182,283,194,222,255,47,14,28,36,11,18,16,63,118,108,79,54,18,53,58,65,195,0,61,27,19,41,37,22,28,0,23,55,158,84,36,33,212,71,24,15,40,21,335,671,566,288,16,0,0,0,3,0,17,66,58,298,792,129,209,80,1053,3,0,17,0,74,891,38,41,11,0,0,3,60,90,249,94,7,22,211,187,72,88,25,428,4,161,13,88,55,66,110,20,157,83,103,199,240,35,11,67,80,23,132,79,28,225,179,197,129,129,3,18,3,3,11,0,0,18,0,13,3,0,5,0,0,3,0,8,38,14,33,139,274,59,120,11,29,11,24,3,41,270,119,69,3,292,507,209,534,97,2007,2294,285,4182,2227,209,351,250,405,136,161,457,198,215,432,1564,1576,513,659,1638,2387,3113,991,2462,2144,134,305,98,414,498,113,74,63,2893,1240,1126,366,824,332,33,704,82,64,63,54,96,363,105,147,79,372,175,146,146,19,57,39,21,12,5,3,15,15,3,0,8,9,14,5,9,5,4,8,0,3,0,0,0,3,0,0,0,0,67,5,7,0,0,0,130,7,9,7,0,0,0,0,3,0,0,0,0,4,7,0,17,3,10,4,3,0,12,0,0,0,0,0,3,0,7,0,95
Brunei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,10,0,0,4,0,0,3,3,0,4,3,0,27,7,0,0,3,43,22,11,3,7,0,10,0,0,0,3,7,3,0,10,8,3,0,0,3,3,0,3,3,0,0,11,0,0,9,0,0,0,4,0,3,24,7,3,3,6,5,6,4,0,0,4,0,0,0,0,0,0,0,9,9,7,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,7,0,8,0,10,0,0,5,13,3,0,0,3,0,0,0,0,0,4,10,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,3,24,9,10,4,5,5,5,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,3,6,0,3,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,4,4,11,3,0,4,3,3,0,4,3,3,0,3,0,3,3,3,0,20,14,10,0,0,3,3,3,6,0,3,5,0,0,4,0,5,15,31,19,13,15,18,8,3,12,14,11,11,0,3,6,3,12,6,3,4,3,0,0,0,0,0,3,0,3,0,0,0,6,0,3,3,8,8,0,0,3,0,13,0,8,3,0,6,4,0,0,0,5,0,10,0,15,11,3,8,24,0,0,3,4,0,3,0,185,29,80,84,14,12,34,21,38,34,64,23,493,94,18,0,57,1208,131,36,61,757,0,156,14,32,0,216,101,51,58,94,159,55,10,24,17,13,16,82,13,18,88,83,88,34,190,74,90,25,52,42,94,115,55,51,64,42,143,70,153,135,34,3,26,31,11,11,15,32,42,112,66,56,18,75,64,108,34,0,18,19,4,23,3,23,17,0,7,76,190,32,22,18,65,22,3,7,37,11,91,55,55,28,21,3,0,7,6,4,8,6,4,60,59,27,23,45,35,8,0,0,0,0,23,7,9,3,3,0,3,12,14,25,45,4,20,13,22,45,10,0,24,0,23,3,50,39,59,60,14,32,30,27,42,99,33,9,4,55,18,50,33,12,44,74,37,29,50,7,21,16,3,13,6,4,19,9,11,3,3,12,0,3,9,6,21,24,38,69,29,110,39,64,19,15,13,32,0,16,65,27,65,4,29,87,62,65,13,54,94,44,102,43,177,509,147,172,53,99,161,158,87,13,26,118,9,17,24,36,23,27,28,27,28,15,33,54,55,19,24,13,69,131,55,14,21,20,9,107,17,19,16,8,48,47,59,59,39,534,113,84,44,12,21,26,28,17,10,7,12,9,0,7,12,18,6,6,15,18,12,0,3,7,3,0,3,4,0,0,3,3,15,0,0,0,0,0,6,21,5,4,0,3,7,0,3,0,0,6,4,4,10,0,0,0,4,10,0,0,3,0,0,3,0,3,7,5,7,0,26
