Country,Bridgewater - Gagebrook,Brighton - Pontville,Old Beach - Otago,Bellerive - Rosny,Cambridge,Geilston Bay - Risdon,Howrah - Tranmere,Lindisfarne - Rose Bay,Mornington - Warrane,Risdon Vale,Rokeby,South Arm,Austins Ferry - Granton,Berriedale - Chigwell,Claremont (Tas.),Derwent Park - Lutana,Glenorchy,Montrose - Rosetta,Moonah,New Norfolk,West Moonah,Kingston - Huntingfield,Kingston Beach - Blackmans Bay,Margate - Snug,Mount Wellington,Taroona - Bonnet Hill,Hobart,Lenah Valley - Mount Stuart,Mount Nelson - Dynnyrne,New Town,Sandy Bay,South Hobart - Fern Tree,West Hobart,Dodges Ferry - Lewisham,Sorell - Richmond,Invermay,Kings Meadows - Punchbowl,Launceston,Legana,Mowbray,Newnham - Mayfield,Newstead,Norwood (Tas.),Prospect Vale - Blackstone,Ravenswood,Riverside,South Launceston,Summerhill - Prospect,Trevallyn,Waverley - St Leonards,West Launceston,Youngtown - Relbia,Beauty Point - Beaconsfield,Deloraine,Grindelwald - Lanena,Hadspen - Carrick,Westbury,Dilston - Lilydale,George Town,Longford,Northern Midlands,Perth - Evandale,Scottsdale - Bridport,St Helens - Scamander,Central Highlands,Derwent Valley,Southern Midlands,Wilderness - East,Bruny Island - Kettering,Cygnet,Geeveston - Dover,Huonville - Franklin,Forestier - Tasman,Triabunna - Bicheno,Acton - Upper Burnie,Burnie - Ulverstone Region,Burnie - Wivenhoe,Parklands - Camdale,Penguin - Sulphur Creek,Romaine - Havenview,Somerset,Ulverstone,West Ulverstone,Wynyard,Devonport,East Devonport,Latrobe,Miandetta - Don,Port Sorell,Quoiba - Spreyton,Sheffield - Railton,Turners Beach - Forth,King Island,North West,Smithton,Waratah,West Coast (Tas.),Wilderness - West,Migratory - Offshore - Shipping (Tas.),No Usual Address (Tas.)
Ethiopia,0,0,0,3,3,0,4,5,5,0,0,0,0,0,0,4,14,0,22,0,3,3,0,0,0,0,12,8,0,19,0,3,4,0,0,4,0,0,3,0,5,5,0,0,0,4,15,0,5,0,3,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Kenya,0,0,0,3,0,0,3,5,0,0,0,0,0,0,0,0,14,0,0,0,0,0,5,0,0,9,3,9,4,3,9,8,5,0,0,0,3,3,0,3,0,0,0,0,0,0,9,0,0,0,3,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malawi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,0,0,0,0,0,0,0,6,5,0,3,0,0,0,0,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,0,4,5,14,10,12,43,11,9,0,11,10,3,5,9,7,18,3,14,0,4,103,111,31,0,52,39,29,38,27,121,38,23,16,13,6,7,27,15,0,6,28,28,12,0,22,9,3,33,3,11,16,9,6,30,3,4,12,9,4,0,19,9,7,6,5,7,0,14,14,5,35,4,10,3,14,16,17,5,5,5,4,5,30,23,16,0,11,17,0,14,4,8,5,12,15,15,0,0,3
Swaziland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,5,0,0,4,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,8,0,5,0,8,13,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,4,3,0,0,3,3,0,4,0,9,3,5,0,0,0,10,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,0,0,10,3,0,3,7,8,11,0,0,8,0,0,4,4,0,0,0,0,0,23,7,10,0,0,3,10,11,8,24,6,5,3,5,0,0,0,4,0,9,0,0,4,0,8,8,0,4,0,0,0,0,4,3,0,3,0,4,4,0,0,12,0,0,0,3,0,0,0,0,7,0,5,0,3,0,0,0,3,0,7,0,8,9,0,0,3,0,0,3,0,3,0,0,3,0,0,0,0
