Country,Alfredton,Ballarat,Ballarat - North,Ballarat - South,Buninyong,Delacombe,Smythes Creek,Wendouree - Miners Rest,Bacchus Marsh Region,Creswick - Clunes,Daylesford,Gordon (Vic.),Avoca,Beaufort,Golden Plains - North,Maryborough (Vic.),Maryborough Region,Bendigo,California Gully - Eaglehawk,East Bendigo - Kennington,Flora Hill - Spring Gully,Kangaroo Flat - Golden Square,Maiden Gully,Strathfieldsaye,White Hills - Ascot,Bendigo Region - South,Castlemaine,Castlemaine Region,Heathcote,Kyneton,Woodend,Bendigo Region - North,Loddon,Bannockburn,Golden Plains - South,Winchelsea,Belmont,Corio - Norlane,Geelong,Geelong West - Hamlyn Heights,Grovedale,Highton,Lara,Leopold,Newcomb - Moolap,Newtown (Vic.),North Geelong - Bell Park,Clifton Springs,Lorne - Anglesea,Ocean Grove - Barwon Heads,Portarlington,Point Lonsdale - Queenscliff,Torquay,Alexandra,Euroa,Kilmore - Broadford,Mansfield (Vic.),Nagambie,Seymour,Seymour Region,Upper Yarra Valley,Yea,Benalla,Benalla Region,Rutherglen,Wangaratta,Wangaratta Region,Beechworth,Bright - Mount Beauty,Chiltern - Indigo Valley,Myrtleford,Towong,West Wodonga,Wodonga,Yackandandah,Drouin,Mount Baw Baw Region,Trafalgar (Vic.),Warragul,Alps - East,Bairnsdale,Bruthen - Omeo,Lake King,Lakes Entrance,Orbost,Paynesville,Foster,French Island,Korumburra,Leongatha,Phillip Island,Wilsons Promontory,Wonthaggi - Inverloch,Churchill,Moe - Newborough,Morwell,Traralgon,Yallourn North - Glengarry,Alps - West,Longford - Loch Sport,Maffra,Rosedale,Sale,Yarram,Brunswick,Brunswick East,Brunswick West,Coburg,Pascoe Vale South,Alphington - Fairfield,Northcote,Thornbury,Ascot Vale,Essendon - Aberfeldie,Flemington,Moonee Ponds,Carlton,Docklands,East Melbourne,Flemington Racecourse,Kensington (Vic.),Melbourne,North Melbourne,Parkville,South Yarra - West,Southbank,West Melbourne,Albert Park,Elwood,Port Melbourne,Port Melbourne Industrial,South Melbourne,St Kilda,St Kilda East,Armadale,Prahran - Windsor,South Yarra - East,Toorak,Abbotsford,Carlton North - Princes Hill,Collingwood,Fitzroy,Fitzroy North,Richmond (Vic.),Yarra - North,Ashburton (Vic.),Balwyn,Balwyn North,Camberwell,Glen Iris - East,Hawthorn,Hawthorn East,Kew,Kew East,Surrey Hills (West) - Canterbury,Bulleen,Doncaster,Templestowe,Templestowe Lower,Doncaster East (North),Doncaster East (South),Blackburn,Blackburn South,Box Hill,Box Hill North,Burwood,Burwood East,Surrey Hills (East) - Mont Albert,Beaumaris,Brighton (Vic.),Brighton East,Cheltenham - Highett (West),Hampton,Sandringham - Black Rock,Bentleigh - McKinnon,Carnegie,Caulfield - North,Caulfield - South,Elsternwick,Hughesdale,Murrumbeena,Ormond - Glen Huntly,Bentleigh East (North),Bentleigh East (South),Aspendale Gardens - Waterways,Braeside,Carrum - Patterson Lakes,Chelsea - Bonbeach,Chelsea Heights,Cheltenham - Highett (East),Edithvale - Aspendale,Mentone,Moorabbin - Heatherton,Moorabbin Airport,Mordialloc - Parkdale,Malvern - Glen Iris,Malvern East,Bundoora - East,Greensborough,Heidelberg - Rosanna,Heidelberg West,Ivanhoe,Ivanhoe East - Eaglemont,Montmorency - Briar Hill,Viewbank - Yallambie,Watsonia,Kingsbury,Reservoir - East,Reservoir - West,Preston - East,Preston - West,Eltham,Hurstbridge,Kinglake,Panton Hill - St Andrews,Plenty - Yarrambat,Research - North Warrandyte,Wattle Glen - Diamond Creek,Bundoora - North,Bundoora - West,Lalor,Mill Park - North,Mill Park - South,Thomastown,Wallan,Whittlesea,Doreen,Epping - East,Epping - South,Epping - West,Mernda,South Morang (North),South Morang (South),Wollert,Airport West,Essendon Airport,Keilor,Keilor East,Niddrie - Essendon West,Strathmore,Gisborne,Macedon,Riddells Creek,Romsey,Coburg North,Fawkner,Pascoe Vale,Glenroy,Gowanbrae,Hadfield,Sunbury,Sunbury - South,Broadmeadows,Campbellfield - Coolaroo,Gladstone Park - Westmeadows,Greenvale - Bulla,Meadow Heights,Melbourne Airport,Roxburgh Park - Somerton,Tullamarine,Craigieburn - Central,Craigieburn - North,Craigieburn - South,Craigieburn - West,Mickleham - Yuroke,Bayswater,Knoxfield - Scoresby,Lysterfield,Rowville - Central,Rowville - North,Rowville - South,Wantirna,Wantirna South,Boronia,Ferntree Gully (North),Ferntree Gully (South) - Upper Ferntree Gully,The Basin,Donvale - Park Orchards,Warrandyte - Wonga Park,Bayswater North,Croydon Hills - Warranwood,Ringwood,Ringwood East,Ringwood North,Croydon - East,Croydon - West,Croydon South,Forest Hill,Mitcham (Vic.),Nunawading,Vermont,Vermont South,Belgrave - Selby,Chirnside Park,Healesville - Yarra Glen,Kilsyth,Lilydale - Coldstream,Monbulk - Silvan,Montrose,Mooroolbark,Mount Dandenong - Olinda,Mount Evelyn,Upwey - Tecoma,Wandin - Seville,Yarra Valley,Beaconsfield - Officer,Bunyip - Garfield,Emerald - Cockatoo,Koo Wee Rup,Pakenham - North,Pakenham - South,Berwick - North,Berwick - South,Doveton,Hallam,Narre Warren North,Endeavour Hills - North,Endeavour Hills - South,Narre Warren - North East,Narre Warren - South West,Cranbourne,Cranbourne East,Cranbourne North,Cranbourne South,Cranbourne West,Hampton Park - Lynbrook,Lynbrook - Lyndhurst,Pearcedale - Tooradin,Narre Warren South (East),Narre Warren South (West),Clarinda - Oakleigh South,Clayton South,Dandenong,Dandenong North,Dingley Village,Keysborough,Noble Park North,Springvale,Springvale South,Noble Park - East,Noble Park - West,Ashwood - Chadstone,Clayton,Glen Waverley - East,Glen Waverley - West,Mount Waverley - North,Mount Waverley - South,Mulgrave,Oakleigh - Huntingdale,Wheelers Hill,Ardeer - Albion,Cairnlea,Deer Park - Derrimut,Delahey,Keilor Downs,Kings Park (Vic.),St Albans - North,St Albans - South,Sunshine,Sunshine North,Sunshine West,Sydenham,Taylors Lakes,Altona,Altona Meadows,Altona North,Newport,Seabrook,Williamstown,Braybrook,Footscray,Maribyrnong,Seddon - Kingsville,West Footscray - Tottenham,Yarraville,Bacchus Marsh,Hillside,Melton,Melton South,Melton West,Rockbank - Mount Cottrell,Taylors Hill,Burnside,Burnside Heights,Caroline Springs,Hoppers Crossing - North,Hoppers Crossing - South,Laverton,Tarneit,Truganina,Werribee - South,Wyndham Vale,Point Cook - East,Point Cook - North,Point Cook - South,Werribee - East,Werribee - West,Carrum Downs,Frankston,Frankston North,Frankston South,Langwarrin,Seaford (Vic.),Skye - Sandhurst,Dromana,Flinders,Hastings - Somers,Mornington,Mount Eliza,Mount Martha,Point Nepean,Rosebud - McCrae,Somerville,Ararat,Ararat Region,Horsham,Horsham Region,Nhill Region,St Arnaud,Stawell,West Wimmera,Yarriambiack,Irymple,Merbein,Mildura Region,Red Cliffs,Mildura - North,Mildura - South,Buloke,Gannawarra,Kerang,Robinvale,Swan Hill,Swan Hill Region,Echuca,Kyabram,Lockington - Gunbower,Rochester,Rushworth,Cobram,Moira,Numurkah,Yarrawonga,Mooroopna,Shepparton - North,Shepparton - South,Shepparton Region - East,Shepparton Region - West,Glenelg (Vic.),Hamilton (Vic.),Portland,Southern Grampians,Camperdown,Colac,Colac Region,Corangamite - North,Corangamite - South,Otway,Moyne - East,Moyne - West,Warrnambool - North,Warrnambool - South,Migratory - Offshore - Shipping (Vic.),No Usual Address (Vic.)
Syria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,29,3,9,41,0,3,4,12,4,37,3,6,4,4,0,0,0,0,5,12,0,3,0,3,4,7,0,5,6,0,0,0,8,5,0,0,0,0,5,4,0,0,18,3,8,3,5,0,0,5,0,3,34,22,10,15,8,9,0,0,0,0,4,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,3,5,0,5,0,0,7,0,0,5,0,3,0,0,12,10,5,12,11,0,4,3,6,6,38,48,17,9,0,0,0,0,5,0,0,5,3,142,67,20,145,3,0,5,28,28,26,29,10,12,21,6,0,18,49,4,11,0,0,0,0,15,52,30,74,10,25,4,0,212,209,139,72,262,0,274,71,30,57,57,63,6,0,5,0,6,0,4,5,0,0,0,0,0,17,3,0,4,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,8,3,3,29,15,28,26,22,5,0,3,0,0,0,8,4,0,11,3,8,12,29,32,6,8,9,3,3,3,0,3,3,6,10,0,0,8,0,9,4,6,17,27,37,10,21,7,0,19,6,27,27,3,3,7,10,8,5,6,0,6,3,0,3,0,15,0,3,13,0,6,0,4,11,0,20,9,3,14,4,6,8,7,0,11,0,6,13,4,5,0,4,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Turkey,0,3,8,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,3,3,0,0,0,0,0,0,10,58,6,8,4,13,14,7,0,3,26,3,0,4,0,0,8,0,0,7,0,0,3,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,6,0,0,0,4,0,0,5,0,12,0,0,124,30,52,305,36,3,24,21,29,42,55,24,49,30,0,0,23,57,44,8,4,29,0,15,26,53,0,24,45,18,4,28,45,6,8,19,44,25,19,35,8,16,24,40,9,15,18,8,29,3,14,21,38,37,22,23,20,16,7,8,9,6,3,5,19,17,13,26,29,24,21,11,13,13,8,5,8,11,18,16,51,0,21,42,20,129,19,62,16,0,36,14,22,5,27,8,13,13,3,4,10,0,18,55,57,48,16,11,0,3,3,17,0,4,12,10,189,35,30,234,24,8,21,49,24,74,29,12,21,49,10,0,16,49,13,88,5,0,0,0,62,174,283,488,25,93,10,11,505,1254,230,442,1599,0,1186,36,71,176,301,350,32,12,7,11,26,0,20,5,15,5,3,15,0,13,0,0,4,15,4,0,9,0,0,6,16,10,8,8,0,3,0,0,0,0,5,5,3,0,0,0,0,7,0,10,0,11,20,15,38,48,41,22,62,105,14,35,21,41,39,4,25,127,105,0,14,37,36,33,113,91,38,289,35,30,40,50,101,21,8,52,55,18,9,62,11,145,22,62,105,33,48,54,49,45,28,9,118,38,43,8,11,15,3,4,10,56,28,39,6,31,6,0,41,36,22,19,6,45,7,17,47,11,29,0,21,19,6,17,24,20,12,14,8,17,12,13,7,3,15,19,14,0,4,9,7,9,10,12,3,9,0,24,0,5,0,0,0,0,9,13,4,24,94,141,0,0,0,0,0,4,7,5,0,0,3,0,0,0,0,29,66,112,0,42,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22
United Arab Emirates,0,0,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,3,0,0,3,6,14,3,0,0,12,3,0,0,7,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,17,3,3,13,7,0,6,6,3,6,8,0,11,28,5,0,0,50,23,9,0,26,0,7,10,6,0,4,12,5,3,12,12,3,6,0,7,3,0,11,0,6,13,9,6,0,24,14,4,0,4,4,13,11,3,20,11,8,3,5,11,16,3,5,3,12,4,0,7,0,7,3,4,0,6,6,9,5,13,8,8,0,0,3,3,17,0,7,4,0,6,17,17,3,0,8,6,5,9,4,12,0,6,10,5,10,9,0,0,0,0,7,0,3,16,6,3,10,10,14,8,0,4,7,4,21,18,11,17,23,5,0,0,11,0,4,4,0,0,0,18,27,18,26,4,3,11,5,13,4,5,12,12,0,27,7,9,23,16,35,3,3,13,6,13,6,8,3,9,13,4,0,0,14,0,0,6,3,6,4,0,4,0,7,5,8,7,14,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,8,7,9,35,9,20,0,15,20,10,22,0,37,34,0,10,32,20,0,19,23,16,11,40,17,5,31,3,5,7,13,16,9,36,41,32,8,20,26,16,15,5,10,19,4,0,0,10,6,5,5,7,6,11,0,3,6,5,4,7,11,7,11,0,5,0,3,15,0,7,12,0,10,0,11,27,13,12,3,51,43,0,25,16,22,33,6,3,3,10,0,4,0,0,7,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,3,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,11,0,0,16,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myanmar,0,0,5,3,3,4,0,0,0,0,0,0,0,0,0,0,3,126,45,38,38,129,0,4,60,0,0,0,0,0,0,0,0,0,0,0,11,328,0,9,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,3,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,14,0,4,3,7,0,0,0,0,0,3,0,4,3,4,24,0,6,0,3,3,6,17,5,94,10,0,0,5,54,21,0,4,11,0,8,3,0,0,5,3,9,0,8,11,9,6,8,11,3,0,6,0,0,7,15,6,10,11,4,10,0,10,4,3,10,0,5,4,16,0,29,16,14,3,4,4,3,0,4,3,3,6,11,3,6,3,4,7,4,3,0,10,0,4,0,0,9,5,0,4,0,6,11,12,7,3,4,46,0,0,0,0,0,13,7,0,6,0,3,0,0,0,0,0,0,0,0,12,13,0,6,0,0,0,4,6,0,8,9,5,0,0,0,0,3,4,0,0,0,0,0,6,41,8,24,0,4,3,7,15,11,0,5,0,0,12,0,0,6,0,5,3,32,3,0,14,8,17,25,10,10,7,5,0,6,4,40,14,482,387,19,511,278,31,12,54,19,7,3,0,34,0,109,21,0,3,541,4,3,0,0,5,0,0,0,0,4,25,13,22,32,8,0,10,3,0,7,8,3,9,0,20,26,20,0,0,6,8,33,113,41,5,25,30,867,37,117,247,13,39,18,12,10,10,12,11,4,29,3,201,4,0,175,100,99,380,285,170,0,3,3,12,67,0,9,0,279,10,3,0,21,0,0,7,63,78,16,0,0,0,0,17,188,517,191,65,35,117,216,6,39,17,649,167,5,8,4,9,4,6,17,0,0,3,3,4,0,6,9,0,0,0,23,6,76,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,9,0,5,3,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,5,0,4
Cambodia,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,3,5,0,0,0,0,3,0,0,3,4,0,0,0,0,0,0,23,0,4,3,10,6,0,5,0,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,6,12,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,4,0,0,5,0,9,0,14,0,0,0,6,0,3,4,10,3,4,10,4,0,7,12,10,5,18,5,25,3,4,0,6,68,18,5,3,9,0,3,0,0,0,3,11,3,6,20,18,4,6,0,12,0,4,37,0,7,9,14,8,4,17,8,4,0,3,17,14,16,3,10,13,27,45,41,27,16,24,0,4,12,5,8,7,0,7,13,5,0,0,6,4,6,10,14,136,0,9,15,15,16,0,16,17,0,4,7,15,4,7,6,6,4,0,3,3,0,11,21,4,29,4,0,0,0,0,8,0,0,3,0,70,14,18,93,5,0,5,16,19,11,0,4,20,7,0,0,3,16,0,0,3,0,0,0,6,0,11,0,0,4,0,3,3,4,6,3,5,0,4,0,3,3,4,0,4,29,77,6,97,30,55,67,116,17,15,24,3,14,3,55,15,34,19,6,20,36,7,55,64,88,44,38,0,0,9,4,8,3,6,5,0,0,0,0,3,0,0,0,9,16,45,8,22,70,112,15,52,29,46,84,148,69,87,15,73,444,238,12,24,107,324,347,143,232,52,1885,149,1085,1722,227,1409,19,58,67,83,15,33,110,43,51,10,13,31,10,11,23,11,18,13,38,19,11,10,8,71,11,14,8,3,39,27,20,11,16,9,0,0,0,0,10,0,10,0,0,26,8,15,30,31,20,0,9,6,50,28,21,6,37,18,0,12,9,3,16,5,0,7,3,5,4,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,5,22,11,0,0,0,40,0,4,0,0,0,4,0,4,0,5,0,4,0,0,0,9,0,7,0,3,0,0,0,0,0,0,0,0,7,0,0,11
Laos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,0,0,0,0,4,0,0,6,9,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,7,6,0,0,0,0,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,5,0,5,0,0,0,14,0,9,3,5,4,0,0,11,42,0,0,0,18,0,0,0,11,0,3,3,0,0,7,8,5,7,0,3,3,0,13,0,6,0,6,0,3,6,5,4,0,3,6,9,4,0,4,0,9,16,16,3,5,4,5,0,0,0,0,7,0,4,3,0,0,0,4,9,0,0,0,0,0,4,0,4,0,0,0,8,0,5,0,8,0,0,0,0,6,3,0,4,4,0,3,7,6,0,0,0,0,0,0,0,0,0,0,6,7,7,10,24,0,0,0,0,3,0,0,6,0,0,0,0,25,0,0,0,0,0,0,3,0,6,3,0,0,0,0,10,0,4,26,32,0,16,3,38,31,47,11,0,4,14,4,5,5,27,21,25,0,10,15,0,0,0,0,0,10,5,0,0,3,0,13,11,30,5,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,19,3,12,3,5,4,8,6,4,4,6,36,36,0,8,4,33,19,3,9,3,42,0,43,37,8,25,3,6,5,3,3,4,17,28,6,0,66,59,46,3,54,34,31,4,8,14,22,7,7,13,3,6,0,0,8,19,16,0,5,7,0,14,0,10,0,0,28,7,15,18,29,14,4,24,5,0,3,0,13,13,17,0,0,0,0,0,0,0,3,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,29,14,21,23,3,5,8,10,0,7,11,3,0,4,8,0,0,94,61,43,41,99,0,4,52,0,4,7,0,5,0,8,8,4,3,4,19,296,23,11,28,18,29,6,20,11,53,6,0,24,4,8,10,3,8,25,10,8,9,0,0,3,6,3,0,9,8,4,14,0,0,5,22,23,5,0,8,8,17,0,10,9,0,5,4,0,5,0,8,4,19,0,38,17,7,27,34,3,0,0,15,6,18,11,49,48,30,86,10,25,56,43,39,58,29,61,146,82,9,0,30,1080,156,29,36,167,0,37,35,31,0,57,68,66,55,53,114,27,68,29,49,23,25,100,15,22,32,32,45,26,118,71,78,17,27,22,36,18,27,13,25,63,18,71,52,53,27,26,14,43,25,31,21,7,50,82,36,23,37,28,37,54,24,23,10,0,28,32,14,67,28,35,29,0,35,57,85,16,28,39,40,30,17,13,35,33,45,78,55,86,13,26,0,4,5,3,3,17,25,25,42,16,21,44,22,5,45,28,10,25,49,15,26,18,20,0,7,32,8,11,5,4,0,13,24,34,70,61,6,3,18,48,29,21,33,25,19,0,21,19,45,30,72,31,0,50,28,0,26,15,20,25,40,78,31,32,0,28,6,39,17,78,115,12,48,49,28,53,47,58,41,13,12,22,15,23,25,3,4,45,7,22,7,11,14,13,5,21,9,25,52,23,29,32,35,5,25,37,15,31,59,48,53,6,54,78,59,0,18,40,23,59,57,71,25,158,36,391,160,98,211,110,101,54,40,46,46,40,48,34,25,25,103,9,26,28,63,50,56,44,63,24,21,38,44,57,26,15,28,52,81,36,36,38,37,16,20,33,66,30,5,65,10,21,50,134,198,197,65,59,132,202,15,79,35,406,107,46,64,35,25,35,44,24,19,9,30,42,29,17,20,25,23,8,0,18,6,47,3,8,0,3,0,5,0,0,37,17,4,5,3,34,6,5,4,8,0,3,6,12,0,8,4,13,10,37,3,20,8,13,12,0,0,7,4,3,3,3,7,5,28,21,0,14
Vietnam,14,17,11,21,0,0,0,20,4,0,5,5,0,18,3,0,0,15,0,16,6,28,0,0,3,0,48,15,0,4,0,0,0,4,4,0,25,158,27,28,39,47,109,14,25,8,26,0,5,14,9,0,7,0,7,4,0,0,0,0,0,3,0,0,0,4,3,3,0,0,0,0,5,11,5,3,0,5,11,0,43,6,0,6,0,0,8,0,12,0,8,0,24,7,18,12,30,0,0,0,10,78,38,5,159,89,107,132,81,70,194,173,415,234,430,131,304,113,29,0,315,496,407,64,25,143,0,39,26,63,0,81,88,47,40,104,173,46,373,16,339,348,104,1409,45,78,211,339,175,136,381,151,353,71,94,185,256,90,113,142,161,203,181,330,184,235,235,67,20,41,49,17,31,9,103,128,78,44,32,68,76,104,104,64,180,0,63,36,30,74,36,25,40,0,24,57,188,153,54,67,220,82,22,20,84,25,614,673,288,610,174,22,3,0,3,22,5,21,77,88,982,179,219,1016,13,3,22,134,116,135,64,47,52,68,24,0,77,980,44,65,11,3,5,0,63,116,133,244,20,29,14,50,224,218,74,43,386,0,178,22,11,24,44,30,5,119,135,15,148,86,103,226,231,81,62,37,3,62,19,72,19,146,63,30,38,34,14,253,174,214,155,140,15,25,6,20,13,0,5,26,5,3,3,0,11,4,0,7,5,15,64,29,58,190,80,24,147,128,55,106,53,84,53,12,62,348,150,6,18,73,292,559,311,525,97,2341,306,4523,2474,704,2091,238,422,299,429,154,204,512,261,221,535,1830,2063,570,715,1979,3013,3628,1230,3023,2521,194,322,134,448,496,108,80,82,3393,1568,1238,344,815,314,35,177,103,95,59,97,450,174,293,413,101,189,126,185,300,58,73,124,276,92,152,27,57,28,29,13,9,19,28,7,0,10,19,24,7,7,3,4,21,0,4,0,0,9,6,0,0,4,0,0,8,92,42,4,0,3,137,16,12,8,0,0,0,0,0,0,0,0,0,9,14,0,15,0,6,10,0,0,8,4,0,5,8,4,0,5,4,0,76
Brunei,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,13,3,3,3,0,0,3,0,0,8,11,0,30,9,0,0,4,45,22,0,0,13,0,3,0,6,0,3,4,4,4,7,4,0,5,0,0,0,4,12,0,0,0,6,8,0,3,5,3,0,0,0,6,6,3,19,9,0,5,7,6,9,0,3,0,4,0,0,3,0,0,4,0,0,0,0,0,4,0,0,5,0,0,0,0,0,3,6,3,0,0,6,8,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,3,3,7,14,7,0,0,0,4,0,0,0,4,0,0,0,4,0,5,6,9,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,6,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,4,0,5,0,3,4,0,0,8,21,7,19,0,11,8,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,8,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
