Country,Augusta,Busselton,Busselton Region,Margaret River,Australind - Leschenault,Capel,College Grove - Carey Park,Collie,Dardanup,Davenport,Eaton - Pelican Point,Harvey,East Bunbury - Glen Iris,Waroona,Dalyellup,Gelorup - Stratham,South Bunbury - Bunbury,Withers - Usher,Bridgetown - Boyup Brook,Donnybrook - Balingup,Manjimup,Pemberton,Dawesville - Bouvard,Falcon - Wannanup,Greenfields,Halls Head - Erskine,Mandurah,Mandurah - East,Mandurah - North,Mandurah - South,Pinjarra,City Beach,Claremont (WA),Cottesloe,Floreat,Mosman Park - Peppermint Grove,Nedlands - Dalkeith - Crawley,Swanbourne - Mount Claremont,Kings Park (WA),Mount Hawthorn - Leederville,Mount Lawley - Inglewood,North Perth,Perth City,Subiaco - Shenton Park,Wembley - West Leederville - Glendalough,Bassendean - Eden Hill - Ashfield,Bayswater - Embleton - Bedford,Maylands,Morley,Noranda,Chidlow,Glen Forrest - Darlington,Helena Valley - Koongamia,Malmalling - Reservoir,Mundaring,Swan View - Greenmount - Midvale,Avon Valley National Park,Ballajura,Beechboro,Bullsbrook,Ellenbrook,Gidgegannup,Hazelmere - Guildford,Lockridge - Kiara,Malaga,Melaleuca - Lexia,Middle Swan - Herne Hill,Midland - Guildford,Stratton - Jane Brook,The Vines,Walyunga National Park,Craigie - Beldon,Currambine - Kinross,Duncraig,Greenwood - Warwick,Heathridge - Connolly,Hillarys,Iluka - Burns Beach,Joondalup - Edgewater,Kingsley,Mullaloo - Kallaroo,Ocean Reef,Padbury,Sorrento - Marmion,Woodvale,Balcatta - Hamersley,Balga - Mirrabooka,Dianella,Herdsman,Innaloo - Doubleview,Karrinyup - Gwelup - Carine,Nollamara - Westminster,Osborne Park Industrial,Scarborough,Stirling - Osborne Park,Trigg - North Beach - Watermans Bay,Tuart Hill - Joondanna,Wembley Downs - Churchlands - Woodlands,Yokine - Coolbinia - Menora,Alexander Heights - Koondoola,Butler - Merriwa - Ridgewood,Carramar,Clarkson,Girrawheen,Madeley - Darch - Landsdale,Marangaroo,Mindarie - Quinns Rocks - Jindalee,Neerabup National Park,Tapping - Ashby - Sinagra,Wanneroo,Alkimos - Eglinton,Carabooda - Pinjar,Two Rocks,Yanchep,Armadale - Wungong - Brookdale,Ashendon - Lesley,Camillo - Champion Lakes,Forrestdale - Harrisdale - Piara Waters,Kelmscott,Mount Nasura - Mount Richon - Bedfordale,Roleystone,Seville Grove,Belmont - Ascot - Redcliffe,East Victoria Park - Carlisle,Kewdale Commercial,Perth Airport,Rivervale - Kewdale - Cloverdale,Victoria Park - Lathlain - Burswood,Bentley - Wilson - St James,Canning Vale - West,Canning Vale Commercial,Cannington - Queens Park,Parkwood - Ferndale - Lynwood,Riverton - Shelley - Rossmoyne,Welshpool,Willetton,Beckenham - Kenwick - Langford,Canning Vale - East,Gosnells,Huntingdale - Southern River,Maddington - Orange Grove - Martin,Thornlie,Forrestfield - Wattle Grove,High Wycombe,Kalamunda - Maida Vale - Gooseberry Hill,Lesmurdie - Bickley - Carmel,Byford,Mundijong,Serpentine - Jarrahdale,Como,Manning - Waterford,South Perth - Kensington,Banjup,Bibra Industrial,Bibra Lake,Coogee,Coolbellup,Hamilton Hill,Henderson,North Coogee,South Lake - Cockburn Central,Spearwood,Success - Hammond Park,Yangebup,Beeliar - Wattleup,Jandakot,East Fremantle,Fremantle,Fremantle - South,O'Connor (WA),Bertram - Wellard (West),Calista,Hope Valley - Postans,Kwinana Industrial,Parmelia - Orelia,Casuarina - Wandi,Applecross - Ardross,Bateman,Bicton - Palmyra,Booragoon,Bull Creek,Leeming,Melville,Murdoch - Kardinya,Willagee,Winthrop,Baldivis,Cooloongup,Port Kennedy,Rockingham,Rockingham Lakes,Safety Bay - Shoalwater,Singleton - Golden Bay - Secret Harbour,Waikiki,Warnbro,Albany,Albany Region,Bayonet Head - Lower King,Denmark,Gnowangerup,Katanning,Kojonup,Little Grove - Elleker,McKail - Willyung,Plantagenet,Stirling Range National Park,Chittering,Cunderdin,Dowerin,Gingin - Dandaragan,Merredin,Moora,Mukinbudin,Northam,Toodyay,York - Beverley,Brookton,Kulin,Murray,Narrogin,Wagin,Broome,Derby - West Kimberley,Halls Creek,Kununurra,Roebuck,East Pilbara,Newman,Port Hedland,South Hedland,Ashburton (WA),Karratha,Roebourne,Esperance,Esperance Region,Carnarvon,Exmouth,Boulder,Kalgoorlie,Kalgoorlie - North,Kalgoorlie Airport,Kambalda - Coolgardie - Norseman,Leinster - Leonora,Trafalgar (WA),Geraldton,Geraldton - East,Geraldton - North,Geraldton - South,Irwin,Meekatharra,Morawa,Northampton - Mullewa - Greenough,Migratory - Offshore - Shipping (WA),No Usual Address (WA)
Netherlands,23,113,46,29,66,19,32,19,17,0,55,39,21,19,14,9,60,30,42,31,22,18,45,38,58,123,48,29,76,53,57,44,18,22,50,28,84,46,0,20,62,26,82,89,54,61,90,41,85,21,18,51,32,0,103,50,0,38,33,16,86,12,22,46,0,0,15,26,21,32,0,37,41,51,58,43,40,27,74,69,44,20,35,54,36,38,45,80,0,36,104,38,0,54,28,33,21,62,42,29,78,26,19,24,53,16,49,0,41,111,6,0,13,31,206,0,43,29,81,112,55,43,46,44,0,0,57,51,79,32,0,38,57,72,0,56,57,52,97,39,83,113,59,51,83,87,95,48,27,36,36,48,46,0,0,29,35,42,0,3,41,36,23,19,20,9,31,65,55,0,27,20,0,0,37,22,42,13,58,58,28,40,57,38,24,22,118,37,48,90,0,62,58,37,40,117,33,16,46,12,14,6,28,57,23,0,35,15,19,37,9,19,8,49,30,43,15,15,10,14,21,40,10,0,21,3,3,6,9,3,24,19,9,42,9,12,28,17,15,3,0,3,5,0,42,12,18,17,18,3,17,19,0,39
Switzerland,3,21,17,14,6,5,3,0,0,0,0,3,5,0,0,0,3,0,9,9,0,10,0,13,9,19,5,0,14,4,4,9,9,17,11,15,21,10,0,12,23,16,38,44,20,9,18,8,16,5,8,8,5,0,20,15,0,4,10,7,11,7,5,8,0,0,4,11,0,6,0,17,9,35,10,8,25,12,20,11,12,13,14,4,5,3,6,15,0,31,18,10,0,27,13,13,11,29,10,6,14,0,3,4,7,0,19,0,7,26,3,0,0,8,7,0,0,5,8,20,12,10,13,15,0,0,16,5,24,8,0,7,13,9,0,3,3,3,6,3,6,6,5,5,30,19,8,5,4,6,9,14,3,0,0,6,5,12,0,0,4,13,3,8,0,4,8,25,31,0,5,5,4,0,4,0,12,0,12,8,3,3,9,8,8,0,17,0,0,7,0,14,12,4,5,4,6,9,10,4,0,0,0,4,3,0,0,0,0,10,0,3,5,7,5,7,0,0,0,3,0,17,3,0,8,5,3,0,0,0,11,4,8,7,0,0,0,0,4,3,0,0,0,0,5,4,13,4,3,0,0,0,0,4
Denmark,0,15,5,3,0,0,3,0,0,0,0,5,4,0,0,0,5,0,3,10,4,0,7,4,4,9,3,7,8,4,9,7,4,3,5,6,12,8,0,3,12,9,27,3,8,10,11,8,3,5,3,6,7,0,18,6,0,7,3,5,10,0,5,7,0,0,3,3,4,10,0,5,7,15,3,3,0,4,4,6,3,9,5,4,9,3,6,6,0,7,13,3,0,10,3,3,3,6,13,0,3,6,8,6,3,3,13,0,7,11,7,0,0,4,4,0,5,5,8,4,9,4,3,0,0,0,3,6,6,0,0,3,9,11,0,4,4,6,10,11,0,10,7,0,24,10,6,3,4,9,5,14,10,0,0,7,4,12,0,5,0,3,3,5,3,0,4,12,8,0,5,9,0,0,10,0,10,0,4,7,0,4,10,3,0,0,14,6,4,16,0,9,6,3,8,3,0,5,0,0,0,0,0,0,3,0,10,0,0,7,0,0,0,3,5,7,0,0,0,0,0,5,4,0,0,0,4,0,0,0,4,5,0,8,0,0,0,0,6,0,0,3,0,0,6,0,4,3,0,0,4,4,3,0
Faroe Is.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,5,0,3,0,0,0,0,0,0,0,6,4,0,0,0,0,5,4,0,0,0,0,5,6,0,6,0,5,0,0,0,0,5,0,0,3,5,0,0,3,3,0,18,14,17,0,4,5,4,0,0,4,0,0,4,3,0,5,7,0,5,0,0,0,0,0,4,0,0,3,0,3,0,9,0,3,6,0,4,3,5,0,4,3,4,0,6,3,0,4,7,0,0,12,0,0,3,3,8,0,0,0,5,0,0,0,3,0,0,5,0,0,0,0,0,0,4,0,3,0,4,0,0,9,0,0,7,4,4,0,0,5,12,3,0,6,6,0,4,7,4,4,6,0,0,3,7,0,4,4,4,6,9,0,0,0,4,0,0,0,0,0,0,5,0,0,4,4,0,0,3,4,0,0,6,0,4,0,9,4,7,3,0,4,6,0,6,0,0,16,0,4,0,4,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,3,0,3,3,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,11
Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,5,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,4,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,3,5,0,4,0,0,17,3,4,8,6,15,6,0,7,6,3,29,11,9,4,0,6,0,0,0,0,0,0,3,3,0,0,0,5,7,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,7,0,4,3,0,0,5,4,0,6,0,5,0,7,15,6,0,7,0,5,0,9,0,0,4,8,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,5,0,0,0,5,10,0,0,0,5,8,0,0,7,5,4,0,4,0,7,8,0,0,0,0,0,0,5,0,4,4,11,7,12,3,0,0,0,4,0,0,0,0,3,5,4,0,4,3,3,4,0,3,0,0,0,0,0,10,0,0,5,0,0,10,0,0,0,6,0,0,0,0,3,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Sweden,3,11,7,3,0,0,3,0,0,0,3,0,6,0,4,0,6,0,7,0,3,5,3,0,0,7,6,0,4,0,0,0,7,7,4,13,18,10,0,9,9,5,36,27,10,3,6,0,4,0,0,11,4,0,10,7,0,3,6,8,7,0,5,0,0,0,3,4,0,5,0,4,0,12,14,10,0,0,17,3,9,0,4,10,0,5,9,9,0,8,16,0,0,25,4,4,6,12,11,3,0,0,3,0,9,0,4,0,5,16,4,0,0,0,0,0,0,3,0,3,0,0,5,3,0,0,5,9,5,0,0,0,0,0,0,3,0,0,0,4,6,9,5,0,0,3,4,0,3,9,5,13,4,0,0,3,8,12,0,4,3,3,10,3,6,0,10,18,27,0,6,3,0,0,0,4,3,0,16,13,0,0,14,9,3,0,3,0,0,7,0,7,6,7,6,4,0,8,3,0,0,0,0,7,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,0,3,10,0,0,0,0,0,0,5,0,3,4,3,0,0,4,3,5,0,0,0,0,0,0,6,3,9,4,0,0,0,0,0,3
Aland Is.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,10,50,41,48,50,12,31,41,3,0,27,127,87,70,15,8,128,13,18,52,66,41,19,31,24,43,29,14,34,35,37,58,37,39,54,64,67,34,0,259,349,345,479,102,166,169,352,119,605,336,15,16,18,0,28,199,0,110,108,11,85,10,27,56,0,0,100,187,26,53,0,48,42,107,107,29,66,18,39,83,52,49,35,87,39,638,135,683,0,178,199,293,0,144,638,55,390,106,404,97,51,30,42,50,195,201,51,0,33,158,15,8,6,20,49,0,14,51,71,52,50,12,106,187,0,0,241,196,221,46,0,214,55,64,0,68,110,87,72,44,140,114,70,50,137,165,23,26,14,103,72,142,71,0,0,217,54,480,0,29,64,420,30,81,92,17,117,396,501,0,18,16,0,0,36,30,93,25,131,102,28,40,176,226,21,52,48,25,31,75,0,28,27,15,18,114,7,3,6,3,21,14,7,25,6,0,9,8,4,31,18,3,5,19,11,17,10,11,3,14,6,30,5,0,26,3,5,0,6,3,26,11,3,12,8,31,15,9,25,13,0,5,0,0,59,23,13,46,8,5,4,9,0,33
Malta,0,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,9,8,5,0,3,3,4,0,0,3,0,0,0,3,0,0,8,5,4,5,6,0,31,13,6,18,9,3,0,0,0,0,5,0,12,12,4,31,0,0,15,0,0,5,7,0,9,0,6,3,3,3,0,0,8,0,6,4,3,7,3,0,11,15,5,0,3,8,4,0,5,9,0,4,4,3,9,12,6,9,13,9,7,13,0,3,17,0,0,4,3,13,0,0,7,3,0,3,9,16,4,0,0,7,9,3,3,0,0,6,6,0,12,3,6,5,9,3,10,9,4,4,8,5,4,0,3,4,3,0,0,0,4,4,0,0,0,4,9,4,0,0,0,0,0,10,0,4,5,0,0,7,4,0,0,6,9,0,0,8,3,0,0,7,6,7,5,0,9,0,5,0,4,0,0,6,0,0,0,0,0,6,0,5,0,4,9,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,3,0,0,4,0,0,3,0,0,0,0,5,0,3,6,0,0,0,4,0,4
Portugal,0,8,3,3,4,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,4,4,5,0,0,0,0,9,5,0,0,3,0,0,10,7,7,0,7,12,5,36,10,10,9,7,4,27,4,0,0,4,0,6,8,0,12,13,4,11,0,0,10,0,0,0,10,0,9,0,8,6,3,0,4,3,13,8,9,7,10,7,0,5,7,12,22,0,11,6,19,0,9,13,3,5,0,11,3,15,0,5,0,17,3,12,0,7,5,0,0,3,4,7,0,0,14,4,4,0,6,9,3,0,0,3,8,8,7,0,4,9,7,0,5,14,9,6,6,3,12,3,0,0,0,4,3,0,11,6,11,63,0,0,157,64,159,0,14,81,205,69,108,91,5,23,59,125,0,39,13,0,0,25,12,6,0,20,17,7,5,25,49,14,8,25,17,17,27,0,16,15,26,11,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,13,0,0,0,45,0,0,0,3,0,0,0,0,7,0,3,0,0,0,0,0,0,0
Spain,5,4,7,10,7,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,10,0,0,8,4,0,6,10,0,3,8,0,3,10,10,4,0,14,12,9,79,19,12,4,15,9,13,8,5,0,3,0,6,3,0,20,3,0,8,0,0,0,0,0,0,5,0,0,0,4,8,15,15,11,15,0,16,8,16,9,0,10,6,14,11,7,0,9,23,9,0,18,5,5,5,7,21,9,5,6,3,11,22,12,9,0,3,14,0,0,3,4,4,0,3,4,8,4,4,0,5,13,0,0,13,8,11,5,0,5,3,10,0,15,7,4,7,11,5,3,4,0,4,5,0,6,3,15,5,10,9,0,0,11,8,8,0,3,10,19,12,3,3,0,4,31,15,0,3,0,0,0,11,8,26,9,3,5,3,10,19,7,7,0,18,6,3,22,0,3,11,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,6,7,17,0,0,0,0,6,0,0,0,0,3,0,0,3,0,0,8,0,4,0,0,0,0
Albania,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,12,3,46,7,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,4,4,0,9,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,7,6,0,0,9,6,5,0,7,21,22,54,17,19,32,54,23,82,36,0,3,0,0,6,0,0,57,108,0,38,0,0,62,0,0,6,15,18,5,0,20,0,0,12,7,13,0,10,7,8,4,4,4,0,58,198,90,0,18,7,74,0,10,40,5,46,6,48,59,10,7,36,59,112,31,0,0,3,17,0,0,0,0,8,0,0,6,6,3,0,0,8,4,0,0,29,10,18,5,0,5,0,3,0,9,21,6,21,9,0,13,4,5,4,3,3,6,0,14,10,11,16,0,0,41,17,42,0,0,19,87,25,41,36,3,4,21,22,0,11,5,0,0,9,7,5,0,11,14,0,0,14,13,9,5,10,12,10,44,0,12,5,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,4,0,0,0,0,0,3,4,6,5,9,4,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,3,3,15,7,0,4,4,7,3,0,0,0,0,0,0,0,0,3,8,0,3,0,0,0,0,0,0,7,0,0,0,0,0,4,3,0,0,0,8,0,0,3,0,0,0,6,4,7,0,10,6,10,0,8,14,5,3,8,19,0,4,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,5,0,0,8,3,5,0,0,0,0,3,0,0,0,0,0,0,6,4,10,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,9,0,0,5,3,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Croatia,3,9,0,4,0,0,6,0,0,0,0,0,6,3,0,0,10,4,0,0,0,0,9,8,3,9,8,0,6,13,3,11,6,6,6,12,10,14,0,16,31,18,53,27,27,58,41,26,77,33,3,5,8,0,4,52,0,49,73,3,47,0,14,54,0,0,56,58,20,21,0,12,11,20,30,7,11,8,22,11,11,6,4,18,11,89,78,79,0,31,37,63,0,19,121,3,60,15,38,57,15,18,17,35,93,39,21,0,12,47,16,0,4,4,15,0,5,15,4,10,0,9,16,14,0,0,42,20,21,9,0,16,4,11,0,17,26,12,16,8,24,17,10,10,16,11,10,5,3,11,21,24,33,0,0,185,29,139,0,8,37,348,59,84,103,3,12,58,99,0,31,9,0,0,34,10,25,3,26,12,3,7,44,63,13,12,23,10,19,61,0,18,8,19,6,10,0,0,4,0,0,0,4,0,0,0,8,3,0,4,0,0,4,10,0,0,0,0,0,0,0,5,0,0,0,0,6,0,11,8,8,5,8,0,3,40,0,3,15,13,0,3,0,0,9,3,8,0,0,0,0,0,0,0
Cyprus,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,0,6,0,0,7,0,0,0,9,0,3,3,0,3,4,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,4,0,0,0,0,3,3,0,0,3,6,0,5,8,0,3,4,5,3,0,0,5,10,8,13,0,11,6,10,0,0,0,0,4,5,0,3,0,0,4,0,6,12,6,0,5,17,3,0,0,0,5,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,12,4,0,0,9,3,0,7,0,7,3,5,7,0,5,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,4,0,0,5,0,3,5,0,0,0,0,0,4,3,5,0,0,0,6,0,5,0,0,3,3,0,0,0,0,3,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The former Yugoslav Republic of Macedonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,23,3,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,39,40,53,28,3,9,21,15,8,75,19,3,0,3,0,4,0,0,92,37,0,31,0,0,23,0,0,10,8,0,3,0,3,8,8,18,10,17,13,0,5,4,9,5,4,14,210,225,265,0,20,18,208,3,9,137,5,50,11,77,126,4,11,11,91,333,232,7,0,0,31,3,3,0,3,0,0,0,5,0,0,0,0,7,0,0,0,5,7,4,4,0,0,0,0,0,0,0,6,0,0,7,3,0,0,0,0,0,0,0,7,4,10,0,0,0,0,7,4,0,0,0,3,0,0,3,0,0,4,3,0,4,0,0,0,10,0,0,0,5,3,0,0,7,7,0,5,6,4,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,8,13,0,0,0,3,0,0,0,0,0,0,0,0,6,0,7,3,0,0,0,0,0,0
Greece,0,4,0,0,0,0,3,0,0,0,4,0,5,0,3,0,6,0,0,0,16,4,0,5,0,3,5,3,6,3,0,23,3,5,18,0,26,3,0,56,54,93,56,4,22,11,30,14,95,78,0,0,0,0,7,9,0,23,7,0,4,0,3,14,0,0,0,10,5,8,0,9,4,26,23,0,18,0,7,10,14,9,3,11,5,154,29,192,0,31,32,109,0,14,109,4,41,21,81,16,15,0,4,11,20,29,3,0,5,28,0,0,0,5,4,0,0,0,0,0,0,0,4,12,0,0,21,10,4,0,0,3,5,3,0,11,5,4,5,0,3,7,4,0,0,3,0,3,0,30,10,30,0,0,0,0,3,5,0,0,0,4,0,0,4,0,0,6,21,0,0,0,0,0,0,3,4,0,8,11,4,11,26,9,3,4,4,0,0,3,0,4,3,4,0,3,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,4,0,4,0,0,0,0,3,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,3,3,0,0,0,0,4,0,6,5,0,0,0,0,0,0
