Country,Adelaide,North Adelaide,Adelaide Hills,Aldgate - Stirling,Hahndorf - Echunga,Lobethal - Woodside,Mount Barker,Mount Barker Region,Nairne,Uraidla - Summertown,Burnside - Wattle Park,Glenside - Beaumont,Toorak Gardens,Athelstone,Paradise - Newton,Rostrevor - Magill,Norwood (SA),Payneham - Felixstow,St Peters - Marden,Nailsworth - Broadview,Prospect,Walkerville,Goodwood - Millswood,Unley - Parkside,Gawler - North,Gawler - South,Lewiston - Two Wells,Craigmore - Blakeview,Davoren Park,Elizabeth,Elizabeth East,Munno Para West - Angle Vale,One Tree Hill,Smithfield - Elizabeth North,Virginia - Waterloo Corner,Enfield - Blair Athol,Northgate - Oakden - Gilles Plains,Windsor Gardens,Dry Creek - North,Ingle Farm,Para Hills,Parafield,Parafield Gardens,Paralowie,Salisbury,Salisbury East,Salisbury North,Mawson Lakes - Globe Derby Park,Pooraka - Cavan,Golden Grove,Greenwith,Highbury - Dernancourt,Hope Valley - Modbury,Modbury Heights,Redwood Park,St Agnes - Ridgehaven,Brighton (SA),Glenelg (SA),Edwardstown,Hallett Cove,Marino - Seaview Downs,Mitchell Park,Morphettville,Sheidow Park - Trott Park,Warradale,Belair,Bellevue Heights,Blackwood,Colonel Light Gardens,Mitcham (SA),Panorama,Aberfoyle Park,Aldinga,Christie Downs,Christies Beach,Clarendon,Coromandel Valley,Flagstaff Hill,Hackham - Onkaparinga Hills,Hackham West - Huntfield Heights,Happy Valley,Happy Valley Reservoir,Lonsdale,McLaren Vale,Morphett Vale - East,Morphett Vale - West,Reynella,Seaford (SA),Willunga,Woodcroft,Beverley,Flinders Park,Henley Beach,Hindmarsh - Brompton,Royal Park - Hendon - Albert Park,Seaton - Grange,West Lakes,Woodville - Cheltenham,Dry Creek - South,Largs Bay - Semaphore,North Haven,Port Adelaide,The Parks,Torrens Island,Adelaide Airport,Fulham,Lockleys,Plympton,Richmond (SA),West Beach,Barossa - Angaston,Light,Lyndoch,Mallala,Nuriootpa,Tanunda,Clare,Gilbert Valley,Goyder,Wakefield - Barunga West,Jamestown,Peterborough - Mount Remarkable,Port Pirie,Port Pirie Region,Kadina,Moonta,Wallaroo,Yorke Peninsula - North,Yorke Peninsula - South,Ceduna,Eyre Peninsula,Kimba - Cleve - Franklin Harbour,Le Hunte - Elliston,Port Lincoln,West Coast (SA),Western,Whyalla,Whyalla - North,APY Lands,Coober Pedy,Quorn - Lake Gilles,Outback,Port Augusta,Roxby Downs,Goolwa - Port Elliot,Kangaroo Island,Strathalbyn,Strathalbyn Region,Victor Harbor,Yankalilla,Grant,Kingston - Robe,Millicent,Naracoorte,Naracoorte Region,Penola,Tatiara,Wattle Range,Mount Gambier - East,Mount Gambier - West,Barmera,Berri,Karoonda - Lameroo,Loxton,Loxton Region,Mannum,Murray Bridge,Murray Bridge Region,Renmark,Renmark Region,The Coorong,Waikerie,Migratory - Offshore - Shipping (SA),No Usual Address (SA)
Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myanmar,25,3,0,4,0,0,8,0,0,0,7,0,0,0,17,0,5,0,3,0,0,0,0,4,0,4,0,14,15,94,13,0,0,17,0,77,27,0,0,13,8,0,98,14,387,122,75,3,19,0,0,0,5,0,0,0,0,0,8,9,0,7,6,0,6,0,10,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,11,0,0,0,4,0,0,0,0,137,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,47,144,0,0,0,0,0,0,9,0,0,0,0,0,0,0
Cambodia,14,5,0,0,0,0,4,0,0,0,13,3,14,0,20,12,4,8,4,4,16,11,6,11,0,0,13,44,55,36,39,13,0,19,91,127,76,27,0,37,23,0,404,354,187,18,320,75,32,0,7,3,22,4,11,3,0,3,38,0,0,57,12,9,20,0,5,0,0,9,21,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,24,77,11,74,7,4,3,84,0,0,7,12,304,0,0,7,35,38,58,9,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,4,0,0,3,0,0,0,0,0,0,20,0,5,4,0,0,0,0
Laos,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,4,0,7,0,0,0,0,13,0,11,22,11,6,15,0,9,3,6,5,7,0,3,3,0,64,85,14,3,81,17,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,0,10,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,75,24,4,14,10,5,15,7,11,8,36,17,38,12,26,22,34,24,17,8,25,23,27,42,6,20,0,25,21,21,19,20,0,10,15,106,44,35,0,29,28,0,110,95,46,25,89,49,15,10,8,5,22,12,10,12,21,46,38,14,3,34,28,12,19,6,18,12,17,19,10,10,12,16,15,3,4,5,4,5,16,0,0,5,24,14,14,21,4,6,21,36,30,48,9,19,17,52,0,21,12,20,79,0,0,0,31,64,61,7,3,8,5,3,5,6,0,4,4,6,0,3,12,0,0,0,0,5,5,3,7,0,3,21,6,0,5,0,0,0,0,0,4,9,3,4,5,8,13,5,3,0,4,29,0,3,3,0,49,94,3,0,5,0,0,8,17,3,9,6,0,3,0,9
Vietnam,146,65,0,14,0,58,9,0,5,10,111,57,87,24,111,79,53,67,87,63,246,77,69,79,3,34,29,24,55,33,38,57,0,26,346,778,358,186,0,160,122,0,867,492,451,117,433,410,455,14,10,17,62,30,0,3,21,23,99,36,22,96,41,8,48,4,88,3,52,51,75,6,0,16,11,0,0,7,7,7,6,0,0,3,19,17,12,11,0,4,61,124,49,469,56,82,62,1388,0,23,38,532,2712,0,0,10,75,141,169,12,0,5,0,5,0,4,0,0,6,6,0,0,18,3,0,0,0,0,0,0,0,0,0,7,4,0,12,0,0,0,0,3,15,0,5,4,0,0,8,0,3,0,0,26,0,3,9,0,8,6,0,4,0,6,0,0,141,0,23,24,0,10,0,14
Brunei,4,0,0,0,0,0,0,0,0,0,12,12,0,6,0,9,0,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,5,9,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,3,6,0,8,0,0,0,7,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,74,10,0,10,3,10,7,0,0,6,34,32,44,13,56,42,13,13,24,6,6,5,47,31,4,16,4,14,37,0,17,8,0,11,4,31,38,15,0,21,12,0,28,28,29,16,17,30,17,10,3,17,24,23,15,13,17,22,8,21,12,42,28,3,40,9,106,8,44,17,132,9,7,12,11,0,3,14,6,9,13,0,0,0,10,18,9,19,4,5,7,12,25,21,3,10,0,26,0,8,5,19,36,0,0,3,5,72,80,7,0,4,0,0,5,3,3,0,0,0,0,0,6,0,0,0,0,3,5,0,0,3,0,12,0,0,13,0,0,0,0,4,0,12,3,5,8,3,10,0,0,0,0,0,0,0,3,0,6,8,0,0,3,0,0,5,4,0,0,0,0,5,0,0
Malaysia,654,89,0,36,7,11,49,0,11,28,369,171,273,133,218,469,111,159,135,42,120,86,124,191,5,34,0,20,26,22,14,13,3,16,8,179,296,261,0,49,31,0,46,27,61,43,26,172,36,38,7,101,61,75,39,31,31,59,141,50,47,106,68,22,73,19,85,43,55,126,65,61,10,11,7,0,6,40,10,16,31,0,0,0,13,4,13,15,0,10,21,71,53,104,25,33,30,79,0,19,18,9,108,0,0,13,78,177,171,12,3,13,7,0,0,9,7,0,0,3,0,0,11,3,3,3,3,5,0,4,3,0,0,9,0,0,19,0,0,3,0,0,11,4,15,3,6,10,10,4,5,6,0,0,0,5,11,0,9,12,4,0,0,0,4,5,21,0,6,0,3,20,0,6
Philippines,116,34,3,18,9,34,102,9,5,11,68,43,81,20,160,134,57,93,47,27,90,25,58,61,20,92,19,132,87,88,121,78,4,85,11,363,342,221,0,315,120,0,424,226,303,105,324,220,116,40,34,50,158,98,43,81,25,98,190,95,50,223,148,98,95,6,31,11,66,40,86,78,42,88,38,10,15,55,43,75,69,0,0,11,87,52,89,118,10,72,68,108,77,104,48,72,78,323,0,66,135,255,348,0,0,6,129,331,179,20,0,30,0,17,17,14,16,6,17,130,6,10,94,10,15,4,12,9,15,18,12,0,10,100,4,0,300,0,0,35,3,13,39,55,29,23,27,23,47,16,18,0,27,129,3,6,102,18,75,56,54,20,27,13,9,20,390,10,12,15,34,24,0,15
Singapore,257,33,5,26,0,6,17,3,5,10,88,80,93,16,58,100,36,27,34,11,24,30,57,94,0,9,0,16,7,5,15,0,0,0,0,36,51,57,0,12,11,0,16,3,3,9,0,43,6,6,6,19,28,27,11,10,16,36,39,31,19,48,34,18,42,7,87,22,16,41,22,17,16,12,0,0,6,16,3,8,16,0,0,0,3,5,7,19,0,4,3,15,14,29,3,7,20,27,0,18,7,3,29,0,0,0,24,37,39,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,5,0,0,4,5,0,3,0,0,0,0,0,0,0,3,3,0,6,3,0,0,5,0,0,0,0,0,0,0,0
Timor-Leste,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,3,0,0,3,3,0,0,3,0,0,9,0,0,0,0,12,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,3168,271,4,64,14,6,43,10,0,55,1264,582,819,209,835,1378,464,734,445,113,350,302,607,815,12,27,0,41,27,19,27,28,16,16,8,629,1093,1209,0,174,115,72,170,69,137,61,54,874,168,77,17,179,427,257,53,106,110,227,624,190,120,639,419,80,505,51,254,71,431,455,214,94,18,41,36,4,32,169,18,22,76,0,0,9,79,44,63,72,6,73,102,232,108,552,29,99,169,344,0,64,31,160,572,0,0,18,318,1205,732,45,9,7,6,0,8,4,5,0,0,22,7,8,11,0,3,12,0,4,0,6,3,0,0,22,0,0,26,0,0,0,0,0,31,0,8,9,10,6,20,3,4,0,0,61,3,8,44,0,34,28,4,18,20,12,0,9,517,4,37,45,3,6,0,53
Mongolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,89,21,0,29,4,0,26,0,4,4,34,34,48,9,13,39,39,22,21,10,17,13,58,36,0,8,3,4,9,0,4,3,6,3,0,32,21,31,0,12,14,0,10,3,9,3,9,12,7,3,3,5,8,21,4,12,23,23,33,14,13,30,16,6,25,0,23,9,16,26,23,8,3,4,8,0,5,10,5,0,8,0,0,0,4,0,9,8,0,3,10,6,9,10,3,16,16,17,0,3,4,3,16,0,0,0,12,48,29,4,6,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,4,0,4,3,0,4,6,0,0,0,0,0,0,5,0,0,10,0,0,4,3,5,0,0,0,0,0,0,0,3,0,0
North Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Korea,283,24,3,10,10,0,11,0,5,0,161,100,104,28,168,307,101,96,50,15,18,38,61,112,0,11,0,7,0,0,5,0,0,0,0,53,128,159,0,19,22,0,3,5,3,7,9,102,11,17,12,45,68,72,26,13,29,41,37,18,27,58,26,0,40,6,25,22,42,94,23,28,3,7,0,0,7,32,0,0,19,0,0,4,3,3,6,14,0,0,4,15,16,42,4,16,13,18,0,10,0,9,43,0,0,0,33,80,59,10,0,3,5,0,0,4,3,0,0,0,0,0,3,0,0,0,0,3,0,7,0,0,0,9,0,0,9,0,0,0,0,0,4,0,7,0,0,0,0,3,0,0,0,28,4,0,10,0,0,0,3,4,0,10,0,5,15,0,9,0,0,0,0,12
Bangladesh,19,27,0,0,0,0,0,0,0,0,21,11,16,0,26,52,10,20,17,6,62,0,73,41,0,0,0,0,10,33,11,0,0,12,0,130,88,73,0,27,28,0,38,9,66,12,0,95,39,26,5,0,15,24,5,4,0,6,34,3,3,72,26,0,7,0,24,0,28,11,32,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,3,23,6,21,3,5,0,38,0,3,3,8,65,0,0,0,30,146,60,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,26,0,0,4,0,0,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,37,0,0,0,0,3,0,0
